cls,freq,freq_1cls,ratio,agent_utterance,theme
question_depend_o,80,80,1.0, それは一体どういった内容なんですか？,アニメ・漫画
question_depend_o,15,15,1.0, 具体的になんのために利用していますか？,エスエヌエス
question_depend_o,17,17,1.0, 具体的にどういったものを買いますか？,エスエヌエス
question_depend_o,4,4,1.0, そのゲームのどんなところが好きなんですか？,ゲーム
question_depend_o,1,1,1.0, それはなんていう作品なんですか？,ゲーム
question_depend_o,16,16,1.0, そのほか健康のために、気をつけていることはありますか？,スポーツ
question_depend_o,9,9,1.0, スポーツはするほうが好きですか？それとも見るほうが好きですか？,スポーツ
question_depend_o,3,3,1.0, するのが好きなんですね．最近はどちらでそのスポーツを楽しみましたか？,スポーツ
question_depend_o,5,5,1.0, そのドラマのどういったところが好きなんですか？,ドラマ
question_depend_o,9,9,1.0, そのドラマはどんな内容なんですか？,ドラマ
question_depend_o,1,1,1.0, 公園は近くにありますか？それとも自転車に乗って行かないと行けないですか？,休日
question_depend_o,14,14,1.0, その時、どんなことをしたのですか？,学校
question_depend_o,8,8,1.0, 今までの体験の中で、そのほか、楽しかったことはありますか？,学校
question_depend_o,23,23,1.0, その旅先で何が一番楽しかったですか？,旅行
question_depend_o,1,1,1.0, それ以外が好きなんですか，どんなジャンルの映画が好きなんですか？,映画
question_depend_o,4,4,1.0, 映画では洋画，邦画，それ以外のどれが好きですか？,映画
question_depend_o,80,80,1.0, それは一体どういった内容なんですか？,映画
question_depend_o,1,1,1.0, その作者のどういったところが好きなんですか？,本
question_depend_o,3,3,1.0, 本を買うときは本屋さんにいきますか？それともウェブで「ダウンロード」しますか？,本
question_depend_o,1,1,1.0, それはどんな「内容」なんですか？,本
question_depend_o,1,1,1.0, そうなんですか，その作品はおすすめですか？,本
question_depend_o,3,3,1.0, その本のどういったところが好きなんですか？,本
question_depend_o,8,8,1.0, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,音楽
question_depend_o,1,1,1.0, その作曲者のどういうところが好きなんですか？,音楽
question_depend_o,10,10,1.0, その歌手のどういうところが好きなんですか？,音楽
question_depend_o,7,7,1.0, そのきょくのどういうところが好きなんですか？,音楽
question_depend_o,12,12,1.0, それは「最近」食べられたんですか？,食事
question_depend_o,20,20,1.0, なるほど、その中でもおすすめのスイーツはありますか？,食事
question_depend_x,3,3,1.0, どういったところが好きなんですか？,default
question_depend_x,2,2,1.0, ほかには、ありますか？,default
question_depend_x,1,1,1.0, 最近アニメや漫画をよく見ますか？,アニメ・漫画
question_depend_x,2,2,1.0, おすすめの漫画ってありますか？,アニメ・漫画
question_depend_x,2,2,1.0, 見たことのあるものの中で一番好きなものはなんですか？,アニメ・漫画
question_depend_x,1,1,1.0, おすすめのアニメってありますか？,アニメ・漫画
question_depend_x,25,25,1.0, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,エスエヌエス
question_depend_x,10,10,1.0, 使い心地はどうですか？,エスエヌエス
question_depend_x,21,21,1.0, ショッピングで「アマゾン」などはよく利用しますか？,エスエヌエス
question_depend_x,13,13,1.0, おすすめの便利なきのうとかはありますか？,エスエヌエス
question_depend_x,3,3,1.0, これは「おすすめ」というものはありますか？,エスエヌエス
question_depend_x,15,15,1.0, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,エスエヌエス
question_depend_x,5,5,1.0, 最近ハマっているゲームはありますか？,ゲーム
question_depend_x,4,4,1.0, いつもはどんなジャンルのゲームをするんですか？,ゲーム
question_depend_x,5,5,1.0, ゲームはよくする方なんですか？,ゲーム
question_depend_x,1,1,1.0, 好きなゲームやおすすめのゲームってありますか？,ゲーム
question_depend_x,6,6,1.0, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？,ゲーム
question_depend_x,3,3,1.0, では、やったことのあるゲームの中で、もう一度やりたいものはありますか？,ゲーム
question_depend_x,2,2,1.0, 携帯ゲームかテレビゲームならどちらをしますか？,ゲーム
question_depend_x,5,5,1.0, なにかおすすめのスポーツ観戦はありますか？,スポーツ
question_depend_x,4,4,1.0, そうですか。テレビでの観戦はなされるんですか？,スポーツ
question_depend_x,6,6,1.0, スポーツをする目的は何ですか？,スポーツ
question_depend_x,1,1,1.0, スポーツはよくするんですか？,スポーツ
question_depend_x,7,7,1.0, 最近スポーツはしましたか？,スポーツ
question_depend_x,16,16,1.0, 健康のため、とか、リフレッシュするため、とかですか？,スポーツ
question_depend_x,1,1,1.0, 見るのが好きなんですね．最近はどこで見たんですか？,スポーツ
question_depend_x,3,3,1.0, 好きなスポーツはなんですか？,スポーツ
question_depend_x,15,15,1.0, オリンピックは今までに見たことはありますか？,スポーツ
question_depend_x,16,16,1.0, 日本で開催されるオリンピックを、見にいく予定はありますか？,スポーツ
question_depend_x,1,1,1.0, どんなスポーツをされましたか？,スポーツ
question_depend_x,7,7,1.0, 競技はなにをご覧になりますか？,スポーツ
question_depend_x,20,20,1.0, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,スポーツ
question_depend_x,13,13,1.0, さいきんドラマは見ましたか？,ドラマ
question_depend_x,1,1,1.0, では，おすすめのドラマは何ですか？よろしければ教えてください。,ドラマ
question_depend_x,2,2,1.0, あまり見ないんですね。では、今までに見た中で一番好きなドラマはありますか？,ドラマ
question_depend_x,5,5,1.0, ドラマはよく見る方ですか？,ドラマ
question_depend_x,4,4,1.0, 健康番組、とかトーク番組とか見られますか？,ドラマ
question_depend_x,7,7,1.0, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？,休日
question_depend_x,1,1,1.0, 何をして遊ぶことが多いですか？,休日
question_depend_x,2,2,1.0, 人工知能を搭載した、アイボのようなロボットに興味はありますか？,休日
question_depend_x,29,29,1.0, 休日は家で過ごすほうが多いですか？外出することが多いですか？,休日
question_depend_x,4,4,1.0, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？,休日
question_depend_x,26,26,1.0, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,休日
question_depend_x,10,10,1.0, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,休日
question_depend_x,2,2,1.0, お子さんとはよく公園で遊びますか？,休日
question_depend_x,7,7,1.0, 運動会や、学芸会などのイベントで面白かった体験はありますか？,学校
question_depend_x,9,9,1.0, 学生時代、一番楽しかった学年はありますか？,学校
question_depend_x,6,6,1.0, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,学校
question_depend_x,5,5,1.0, 学生時代、たいへんだった体験はありますか？,学校
question_depend_x,3,3,1.0, ほかにたいへんだったことはありますか？,学校
question_depend_x,7,7,1.0, ほかにエピソードはありますか？,学校
question_depend_x,3,3,1.0, 最近、学校にはいきましたか？,学校
question_depend_x,11,11,1.0, 旅行に行くときはなにか目的はありますか？,旅行
question_depend_x,4,4,1.0, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？,旅行
question_depend_x,15,15,1.0, 「温泉」などリフレッシュするためにいきますか？,旅行
question_depend_x,16,16,1.0, ほかには何か面白いことはありましたか？,旅行
question_depend_x,23,23,1.0, 今までいった「旅行」で特におすすめの場所はありますか？,旅行
question_depend_x,23,23,1.0, さいきん旅行には行きましたか？,旅行
question_depend_x,4,4,1.0, 旅行にはよく行かれますか？,旅行
question_depend_x,10,10,1.0, 旅行はどこに行ったことがありますか？,旅行
question_depend_x,11,11,1.0, 最近見た映画はありますか？,映画
question_depend_x,2,2,1.0, 最近映画は見ましたか？,映画
question_depend_x,4,4,1.0, 「映画館」か「テレビ」かどちらでよく映画をみますか？,映画
question_depend_x,3,3,1.0, 邦画が好きなんですか，おすすめの邦画ってありますか？,映画
question_depend_x,5,5,1.0, 洋画が好きなんですか，おすすめの洋画ってありますか？,映画
question_depend_x,3,3,1.0, では，最近どんな映画を見られたんですか？,映画
question_depend_x,4,4,1.0, では，もう一度見たい映画はありますか？,映画
question_depend_x,3,3,1.0, おすすめの映画ってありますか？,映画
question_depend_x,7,7,1.0, 本はよく読む方ですか？,本
question_depend_x,2,2,1.0, あまり読まないんですね。では今までに読んだ中で一番好きな本はありますか？,本
question_depend_x,6,6,1.0, 最近本は読みましたか？,本
question_depend_x,3,3,1.0, よく読むんですか。いいですね。おすすめの作者や本はありますか？,本
question_depend_x,1,1,1.0, 一番好きなシーンなどはありますか？,本
question_depend_x,4,4,1.0, カラオケに行くときはお友達と行きますか？,音楽
question_depend_x,22,22,1.0, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,音楽
question_depend_x,6,6,1.0, 最近音楽は聞きましたか？,音楽
question_depend_x,3,3,1.0, おすすめの歌手やきょくってありますか？,音楽
question_depend_x,8,8,1.0, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽
question_depend_x,6,6,1.0, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽
question_depend_x,14,14,1.0, カラオケは好きですか？,音楽
question_depend_x,7,7,1.0, おすすめの曲はありますか？,音楽
question_depend_x,3,3,1.0, カラオケで歌ったりするのですか？,音楽
question_depend_x,6,6,1.0, コンサートとかには行きますか？,音楽
question_depend_x,2,2,1.0, クラシックが好きなんですか。おすすめの作曲者やきょくってありますか？,音楽
question_depend_x,9,9,1.0, カラオケでよくなにをうたうのですか？,音楽
question_depend_x,10,10,1.0, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,食事
question_depend_x,30,30,1.0, 甘いものと、からいものどちらがお好きですか？,食事
question_depend_x,15,15,1.0, からい食べものとはどんな食べものが好きですか？,食事
question_depend_x,7,7,1.0, どんなところに行きますか？和食ですか洋食ですか？,食事
question_depend_x,24,24,1.0, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,食事
question_depend_x,23,23,1.0, なるほど、普段はどこでスイーツを買いますか？,食事
question_depend_x,17,17,1.0, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,食事
question_depend_x,9,9,1.0, お友達とランチに行ったりしますか？,食事
response_demonstrative_o,4,4,1.0, なるほど、それは面白そうですね。今度しりあいにもすすめてみたいと思います！,default
response_demonstrative_o,6,6,1.0, それは面白そうですね。,default
response_demonstrative_o,7,7,1.0, なるほど、それは面白そうですね。,default
response_demonstrative_o,3,3,1.0, それは大変ですよね。,default
response_demonstrative_o,3,3,1.0, そうなんですか．それでは一度独自で調べてみたいと思います．,default
response_demonstrative_o,3,3,1.0, そうですか。そのスポーツはテレビで鑑賞はされますか・・,スポーツ
response_demonstrative_o,2,2,1.0, そのスポーツのおすすめポイントを教えてください＾＾,スポーツ
response_demonstrative_o,12,12,1.0, それは楽しい時間でしたね！,学校
response_demonstrative_o,4,4,1.0, それは面白い体験ですね！,学校
response_demonstrative_o,4,4,1.0, それはたいへんでしたね。,学校
response_demonstrative_o,6,6,1.0, それはご活躍されたんですね・・,学校
response_demonstrative_o,5,5,1.0, その旅先で何かハプニングはありましたか!,旅行
response_demonstrative_o,4,4,1.0, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・,旅行
response_demonstrative_o,14,14,1.0, それは、美味しそうですね。,旅行
response_demonstrative_o,7,7,1.0, なるほど、それはリラックスできますね。,旅行
response_demonstrative_o,10,10,1.0, なるほど、それは素晴らしい経験ですね。,旅行
response_demonstrative_o,22,22,1.0, その旅先で美味しい食べ物はたべましたか・・,旅行
response_demonstrative_o,4,4,1.0, なるほど、それは面白そうですね！私も観てみたいです！,映画
response_demonstrative_o,1,1,1.0, なるほど、それは面白そうですね。今度知りあいにすすめてみます。,本
response_demonstrative_o,1,1,1.0, 具体的にどういう味か教えてください。,食事
response_demonstrative_o,11,11,1.0, なるほど、それは美味しそうですね・・,食事
response_demonstrative_x,9,9,1.0, すごいですね。,default
response_demonstrative_x,1,1,1.0, そうですか、残念です・・,default
response_demonstrative_x,1,1,1.0, そうなんですね，新しい知識が増えました，今度知りあいにもすすめてみたいと思います！,default
response_demonstrative_x,1,1,1.0, 大変ですよね。,default
response_demonstrative_x,10,10,1.0, 楽しそうですね！,default
response_demonstrative_x,19,19,1.0, 本当ですか！,default
response_demonstrative_x,128,128,1.0, なるほど、そうなんですね。,default
response_demonstrative_x,16,16,1.0, なるほど、勉強になります・・,default
response_demonstrative_x,5,5,1.0, すごいですね！,default
response_demonstrative_x,6,6,1.0, ありがとうございます。参考にさせていただきます。,default
response_demonstrative_x,10,10,1.0, はい、そうです。,default
response_demonstrative_x,1,1,1.0, そうなんですね．新しい知識が増えました！ありがとうございます！,default
response_demonstrative_x,1,1,1.0, すごい！,default
response_demonstrative_x,47,47,1.0, なるほど。,default
response_demonstrative_x,1,1,1.0, そうなんですか．,default
response_demonstrative_x,31,31,1.0, もう少し詳しく教えていただいていいですか。,default
response_demonstrative_x,4,4,1.0, そうですね、わかります。,default
response_demonstrative_x,2,2,1.0, たのしそうですね。,default
response_demonstrative_x,4,4,1.0, そうですか、なかなかですね。,default
response_demonstrative_x,3,3,1.0, いいですね，とても興味深いです！,default
response_demonstrative_x,5,5,1.0, そうですね。,default
response_demonstrative_x,8,8,1.0, そうですね・・ぜひ参考にさせていただきます。,default
response_demonstrative_x,2,2,1.0, なるほど、そうなんですね・・,default
response_demonstrative_x,18,18,1.0, ありがとうございます。,default
response_demonstrative_x,8,8,1.0, 素敵な趣味ですね。,default
response_demonstrative_x,5,5,1.0, なるほど、面白そうですね！,default
response_demonstrative_x,57,57,1.0, そうなんですね。,default
response_demonstrative_x,2,2,1.0, 面白いですよね。,default
response_demonstrative_x,58,58,1.0, ありがとうございました・・,default
response_demonstrative_x,7,7,1.0, なるほど、よくご存じですね・・,default
response_demonstrative_x,1,1,1.0, そうなんですか．私も独自に調べてみますね．,default
response_demonstrative_x,3,3,1.0, よくご存じですね。,default
response_demonstrative_x,1,1,1.0, 楽しそうですね。今度知りあいにすすめてみたいと思います！,アニメ・漫画
response_demonstrative_x,2,2,1.0, いいですね，私も使ってみたいです！,エスエヌエス
response_demonstrative_x,10,10,1.0, そうですか，いいものが見つかるといいですね．,エスエヌエス
response_demonstrative_x,1,1,1.0, いいですね．使ってみると面白そうですね！,エスエヌエス
response_demonstrative_x,1,1,1.0, ほかにたいへんだったことはありますか・・,エスエヌエス
response_demonstrative_x,1,1,1.0, 「エスエヌエス」のともだちと実際に、会ったことはありますか・・,エスエヌエス
response_demonstrative_x,19,19,1.0, なるほど、そういうふうに利用されているのですね。,エスエヌエス
response_demonstrative_x,10,10,1.0, なるほど、健康的で、ステキですね・・,スポーツ
response_demonstrative_x,9,9,1.0, いいですね。テレビ観戦も楽しそうですね！,スポーツ
response_demonstrative_x,2,2,1.0, なるほど、面白そうですね，機会があればわたしも見てみたいです！,スポーツ
response_demonstrative_x,2,2,1.0, そういった番組も面白いですよね。,ドラマ
response_demonstrative_x,12,12,1.0, そとで過ごすときはスポーツをしたりしますか・・,休日
response_demonstrative_x,3,3,1.0, 一度ネットワークにつなぐと、あとはラクなようですよ。,休日
response_demonstrative_x,1,1,1.0, いぬがたのロボットで、とてもかわいがる人もいるようです。,休日
response_demonstrative_x,4,4,1.0, 貴重な体験をされましたね・・,学校
response_demonstrative_x,1,1,1.0, 面白かったんですね！,学校
response_demonstrative_x,9,9,1.0, 貴重な体験談をありがとうございました・・,学校
response_demonstrative_x,20,20,1.0, 貴重な体験談をありがとうございました。,旅行
response_demonstrative_x,5,5,1.0, すごい！面白い体験をされましたね!,旅行
response_demonstrative_x,1,1,1.0, なるほど，では私もチェックしておきますね！,映画
response_demonstrative_x,1,1,1.0, そうですか，では一度独自で調べてみますね！,映画
response_demonstrative_x,2,2,1.0, すごいですね。一度聞かせていただけるとうれしいです。,音楽
response_demonstrative_x,3,3,1.0, がっきは何を演奏するのですか。,音楽
response_demonstrative_x,3,3,1.0, わたしも実際に、演奏をきいてみたいものです。,音楽
response_demonstrative_x,2,2,1.0, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,音楽
response_demonstrative_x,10,10,1.0, とても楽しそうですね。,音楽
response_demonstrative_x,8,8,1.0, そうですか、とても美味しそうですね・・,食事
response_demonstrative_x,8,8,1.0, どこで食べられたんですか・・,食事
response_demonstrative_x,4,4,1.0, とても美味しそうですね。今度知りあいにもすすめてみようと思います・・,食事
response_demonstrative_x,2,2,1.0, おばあちゃんがよく家で出してくれていたと言っていました。,食事
response_demonstrative_x,1,1,1.0, いい思い出だったようです。,食事
response_demonstrative_x,2,2,1.0, そうですか。最近はまっている食べ物はありますか・・,食事
