cls,freq,freq_1cls,ratio,agent_utterance,theme
1,22,1,0.05, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,音楽
1,4,2,0.5, カラオケに行くときはお友達と行きますか？,音楽
1,2,1,0.5, クラシックが好きなんですか。おすすめの作曲者やきょくってありますか？,音楽
1,6,3,0.5, コンサートとかには行きますか？,音楽
1,23,1,0.04, なるほど、普段はどこでスイーツを買いますか？,食事
1,24,1,0.04, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,食事
1,7,6,0.86, どんなところに行きますか？和食ですか洋食ですか？,食事
1,17,3,0.18, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,食事
1,9,8,0.89, お友達とランチに行ったりしますか？,食事
1,15,5,0.33, からい食べものとはどんな食べものが好きですか？,食事
1,10,6,0.6, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,食事
2,8,4,0.5, 素敵な趣味ですね。,default
2,8,2,0.25, そうですね・・ぜひ参考にさせていただきます。,default
2,19,9,0.47, 本当ですか！,default
2,4,2,0.5, そうですね、わかります。,default
2,18,16,0.89, ありがとうございます。,default
2,1,1,1.0, そうなんですか．私も独自に調べてみますね．,default
2,3,1,0.33, よくご存じですね。,default
2,2,2,1.0, 面白いですよね。,default
2,4,1,0.25, そうですか、なかなかですね。,default
2,10,8,0.8, はい、そうです。,default
2,5,4,0.8, そうですね。,default
2,1,1,1.0, そうですか、残念です・・,default
2,10,6,0.6, 楽しそうですね！,default
2,2,1,0.5, たのしそうですね。,default
2,16,4,0.25, なるほど、勉強になります・・,default
2,9,4,0.44, すごいですね。,default
2,6,3,0.5, ありがとうございます。参考にさせていただきます。,default
2,1,1,1.0, 大変ですよね。,default
2,7,2,0.29, なるほど、よくご存じですね・・,default
2,1,1,1.0, そうなんですね．新しい知識が増えました！ありがとうございます！,default
2,5,2,0.4, すごいですね！,default
2,5,3,0.6, なるほど、面白そうですね！,default
2,1,1,1.0, 楽しそうですね。今度知りあいにすすめてみたいと思います！,アニメ・漫画
2,10,7,0.7, そうですか，いいものが見つかるといいですね．,エスエヌエス
2,2,2,1.0, いいですね，私も使ってみたいです！,エスエヌエス
2,19,1,0.05, なるほど、そういうふうに利用されているのですね。,エスエヌエス
2,1,1,1.0, ほかにたいへんだったことはありますか・・,エスエヌエス
2,9,9,1.0, いいですね。テレビ観戦も楽しそうですね！,スポーツ
2,10,5,0.5, なるほど、健康的で、ステキですね・・,スポーツ
2,2,1,0.5, なるほど、面白そうですね，機会があればわたしも見てみたいです！,スポーツ
2,2,2,1.0, そういった番組も面白いですよね。,ドラマ
2,3,2,0.67, 一度ネットワークにつなぐと、あとはラクなようですよ。,休日
2,1,1,1.0, いぬがたのロボットで、とてもかわいがる人もいるようです。,休日
2,12,10,0.83, そとで過ごすときはスポーツをしたりしますか・・,休日
2,9,9,1.0, 貴重な体験談をありがとうございました・・,学校
2,5,3,0.6, すごい！面白い体験をされましたね!,旅行
2,20,19,0.95, 貴重な体験談をありがとうございました。,旅行
2,2,1,0.5, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,音楽
2,10,7,0.7, とても楽しそうですね。,音楽
2,3,3,1.0, がっきは何を演奏するのですか。,音楽
2,3,3,1.0, わたしも実際に、演奏をきいてみたいものです。,音楽
2,2,2,1.0, すごいですね。一度聞かせていただけるとうれしいです。,音楽
2,2,1,0.5, そうですか。最近はまっている食べ物はありますか・・,食事
2,1,1,1.0, いい思い出だったようです。,食事
2,4,3,0.75, とても美味しそうですね。今度知りあいにもすすめてみようと思います・・,食事
2,8,3,0.38, そうですか、とても美味しそうですね・・,食事
2,2,2,1.0, おばあちゃんがよく家で出してくれていたと言っていました。,食事
2,8,7,0.88, どこで食べられたんですか・・,食事
3,128,128,1.0, なるほど、そうなんですね。,default
4,7,7,1.0, なるほど、それは面白そうですね。,default
4,6,6,1.0, それは面白そうですね。,default
4,4,4,1.0, なるほど、それは面白そうですね。今度しりあいにもすすめてみたいと思います！,default
4,3,3,1.0, それは大変ですよね。,default
4,3,3,1.0, そうなんですか．それでは一度独自で調べてみたいと思います．,default
4,2,2,1.0, そのスポーツのおすすめポイントを教えてください＾＾,スポーツ
4,3,3,1.0, そうですか。そのスポーツはテレビで鑑賞はされますか・・,スポーツ
4,4,4,1.0, それは面白い体験ですね！,学校
4,4,4,1.0, それはたいへんでしたね。,学校
4,6,6,1.0, それはご活躍されたんですね・・,学校
4,12,12,1.0, それは楽しい時間でしたね！,学校
4,5,5,1.0, その旅先で何かハプニングはありましたか!,旅行
4,10,10,1.0, なるほど、それは素晴らしい経験ですね。,旅行
4,14,14,1.0, それは、美味しそうですね。,旅行
4,22,22,1.0, その旅先で美味しい食べ物はたべましたか・・,旅行
4,4,4,1.0, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・,旅行
4,7,7,1.0, なるほど、それはリラックスできますね。,旅行
4,4,4,1.0, なるほど、それは面白そうですね！私も観てみたいです！,映画
4,1,1,1.0, なるほど、それは面白そうですね。今度知りあいにすすめてみます。,本
4,11,11,1.0, なるほど、それは美味しそうですね・・,食事
4,1,1,1.0, 具体的にどういう味か教えてください。,食事
5,8,8,1.0, 「エスエヌエス」を利用して、何か面白かったことはありますか・・,エスエヌエス
5,5,5,1.0, 私の知りあいはマリオテニスを試してみたそうです！あんがい体も動かせて楽しかったと言っていました。よろしければ、今度ためしてみてください！	,ゲーム
5,6,6,1.0, 子供から大人まで最近はスイッチというゲーム機でゲームをするのが流行っているみたいですね。,ゲーム
5,19,19,1.0, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！,スポーツ
5,4,4,1.0, これからの季節は暖かくなるので、散歩などは気持ちがいいですよね。,スポーツ
5,2,2,1.0, 散歩とかエサの心配とかしなくていいので、居てくれるだけで、「安心する」という人もいるようです。,休日
5,2,2,1.0, お子さんと遊ぶのは体力が必要で、大変ですよね。,休日
5,1,1,1.0, 私の知り合いは、子供と公園で遊ぶと、つぎの日は筋肉痛になるといっていました。,休日
5,3,3,1.0, 自動でカーテンをあけしめしてくれたり、ルンバで掃除を済ませてくれたりするそうです。,休日
5,8,8,1.0, 学生時代で、楽しかったエピソードを教えてください・・,学校
5,5,5,1.0, たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・,旅行
5,4,4,1.0, 私の知りあいは、本当は映画館でみたいそうですが、いつもテレビの放送ですませてしまうと言っていました・・,映画
5,1,1,1.0, そうなんですか，では先程おすすめされたものをみんなに伝えてみますね！,映画
5,4,4,1.0, なまで演奏をきくと、迫力があって、感動するみたいですね！,音楽
5,8,8,1.0, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・,食事
5,8,8,1.0, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。,食事
6,2,1,0.5, おすすめの漫画ってありますか？,アニメ・漫画
6,1,1,1.0, おすすめのアニメってありますか？,アニメ・漫画
6,15,12,0.8, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,エスエヌエス
6,10,2,0.2, 使い心地はどうですか？,エスエヌエス
6,21,5,0.24, ショッピングで「アマゾン」などはよく利用しますか？,エスエヌエス
6,25,10,0.4, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,エスエヌエス
6,13,8,0.62, おすすめの便利なきのうとかはありますか？,エスエヌエス
6,3,2,0.67, これは「おすすめ」というものはありますか？,エスエヌエス
6,6,4,0.67, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？,ゲーム
6,2,1,0.5, 携帯ゲームかテレビゲームならどちらをしますか？,ゲーム
6,5,2,0.4, ゲームはよくする方なんですか？,ゲーム
6,5,2,0.4, 最近ハマっているゲームはありますか？,ゲーム
6,1,1,1.0, 好きなゲームやおすすめのゲームってありますか？,ゲーム
6,3,2,0.67, では、やったことのあるゲームの中で、もう一度やりたいものはありますか？,ゲーム
6,16,8,0.5, 日本で開催されるオリンピックを、見にいく予定はありますか？,スポーツ
6,7,2,0.29, 競技はなにをご覧になりますか？,スポーツ
6,16,1,0.06, 健康のため、とか、リフレッシュするため、とかですか？,スポーツ
6,15,4,0.27, オリンピックは今までに見たことはありますか？,スポーツ
6,4,1,0.25, そうですか。テレビでの観戦はなされるんですか？,スポーツ
6,1,1,1.0, スポーツはよくするんですか？,スポーツ
6,7,4,0.57, 最近スポーツはしましたか？,スポーツ
6,2,1,0.5, あまり見ないんですね。では、今までに見た中で一番好きなドラマはありますか？,ドラマ
6,5,2,0.4, ドラマはよく見る方ですか？,ドラマ
6,13,3,0.23, さいきんドラマは見ましたか？,ドラマ
6,4,2,0.5, 健康番組、とかトーク番組とか見られますか？,ドラマ
6,4,1,0.25, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？,休日
6,10,6,0.6, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,休日
6,2,1,0.5, 人工知能を搭載した、アイボのようなロボットに興味はありますか？,休日
6,7,4,0.57, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？,休日
6,3,1,0.33, ほかにたいへんだったことはありますか？,学校
6,3,2,0.67, 最近、学校にはいきましたか？,学校
6,6,2,0.33, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,学校
6,5,2,0.4, 学生時代、たいへんだった体験はありますか？,学校
6,7,2,0.29, 運動会や、学芸会などのイベントで面白かった体験はありますか？,学校
6,9,3,0.33, 学生時代、一番楽しかった学年はありますか？,学校
6,7,2,0.29, ほかにエピソードはありますか？,学校
6,16,4,0.25, ほかには何か面白いことはありましたか？,旅行
6,11,3,0.27, 旅行に行くときはなにか目的はありますか？,旅行
6,15,7,0.47, 「温泉」などリフレッシュするためにいきますか？,旅行
6,4,1,0.25, 旅行にはよく行かれますか？,旅行
6,23,8,0.35, さいきん旅行には行きましたか？,旅行
6,23,1,0.04, 今までいった「旅行」で特におすすめの場所はありますか？,旅行
6,4,1,0.25, 「映画館」か「テレビ」かどちらでよく映画をみますか？,映画
6,3,2,0.67, では，最近どんな映画を見られたんですか？,映画
6,3,1,0.33, 邦画が好きなんですか，おすすめの邦画ってありますか？,映画
6,11,5,0.45, 最近見た映画はありますか？,映画
6,5,2,0.4, 洋画が好きなんですか，おすすめの洋画ってありますか？,映画
6,7,3,0.43, 本はよく読む方ですか？,本
6,6,3,0.5, 最近本は読みましたか？,本
6,2,1,0.5, あまり読まないんですね。では今までに読んだ中で一番好きな本はありますか？,本
6,3,1,0.33, よく読むんですか。いいですね。おすすめの作者や本はありますか？,本
6,3,1,0.33, おすすめの歌手やきょくってありますか？,音楽
6,14,5,0.36, カラオケは好きですか？,音楽
6,6,3,0.5, 最近音楽は聞きましたか？,音楽
6,9,2,0.22, カラオケでよくなにをうたうのですか？,音楽
6,22,1,0.05, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,音楽
6,4,1,0.25, カラオケに行くときはお友達と行きますか？,音楽
6,6,3,0.5, コンサートとかには行きますか？,音楽
6,7,3,0.43, おすすめの曲はありますか？,音楽
6,6,1,0.17, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽
6,3,1,0.33, カラオケで歌ったりするのですか？,音楽
6,8,2,0.25, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽
6,23,5,0.22, なるほど、普段はどこでスイーツを買いますか？,食事
6,7,1,0.14, どんなところに行きますか？和食ですか洋食ですか？,食事
6,17,5,0.29, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,食事
6,9,1,0.11, お友達とランチに行ったりしますか？,食事
6,15,3,0.2, からい食べものとはどんな食べものが好きですか？,食事
6,10,1,0.1, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,食事
7,58,57,0.98, ありがとうございました・・,default
7,47,43,0.91, なるほど。,default
7,57,56,0.98, そうなんですね。,default
7,31,29,0.94, もう少し詳しく教えていただいていいですか。,default
8,3,1,0.33, どういったところが好きなんですか？,default
8,2,2,1.0, ほかには、ありますか？,default
8,2,1,0.5, おすすめの漫画ってありますか？,アニメ・漫画
8,2,2,1.0, 見たことのあるものの中で一番好きなものはなんですか？,アニメ・漫画
8,1,1,1.0, 最近アニメや漫画をよく見ますか？,アニメ・漫画
8,15,2,0.13, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,エスエヌエス
8,10,3,0.3, 使い心地はどうですか？,エスエヌエス
8,21,8,0.38, ショッピングで「アマゾン」などはよく利用しますか？,エスエヌエス
8,25,15,0.6, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,エスエヌエス
8,13,5,0.38, おすすめの便利なきのうとかはありますか？,エスエヌエス
8,3,1,0.33, これは「おすすめ」というものはありますか？,エスエヌエス
8,6,1,0.17, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？,ゲーム
8,4,3,0.75, いつもはどんなジャンルのゲームをするんですか？,ゲーム
8,2,1,0.5, 携帯ゲームかテレビゲームならどちらをしますか？,ゲーム
8,5,3,0.6, ゲームはよくする方なんですか？,ゲーム
8,5,3,0.6, 最近ハマっているゲームはありますか？,ゲーム
8,3,1,0.33, では、やったことのあるゲームの中で、もう一度やりたいものはありますか？,ゲーム
8,6,5,0.83, スポーツをする目的は何ですか？,スポーツ
8,20,2,0.1, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,スポーツ
8,16,11,0.69, 健康のため、とか、リフレッシュするため、とかですか？,スポーツ
8,3,2,0.67, 好きなスポーツはなんですか？,スポーツ
8,5,2,0.4, なにかおすすめのスポーツ観戦はありますか？,スポーツ
8,7,3,0.43, 最近スポーツはしましたか？,スポーツ
8,1,1,1.0, どんなスポーツをされましたか？,スポーツ
8,2,1,0.5, あまり見ないんですね。では、今までに見た中で一番好きなドラマはありますか？,ドラマ
8,5,3,0.6, ドラマはよく見る方ですか？,ドラマ
8,13,10,0.77, さいきんドラマは見ましたか？,ドラマ
8,4,2,0.5, 健康番組、とかトーク番組とか見られますか？,ドラマ
8,1,1,1.0, では，おすすめのドラマは何ですか？よろしければ教えてください。,ドラマ
8,2,1,0.5, お子さんとはよく公園で遊びますか？,休日
8,4,1,0.25, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？,休日
8,26,18,0.69, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,休日
8,10,2,0.2, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,休日
8,2,1,0.5, 人工知能を搭載した、アイボのようなロボットに興味はありますか？,休日
8,7,3,0.43, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？,休日
8,1,1,1.0, 何をして遊ぶことが多いですか？,休日
8,29,29,1.0, 休日は家で過ごすほうが多いですか？外出することが多いですか？,休日
8,6,2,0.33, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,学校
8,5,3,0.6, 学生時代、たいへんだった体験はありますか？,学校
8,7,5,0.71, 運動会や、学芸会などのイベントで面白かった体験はありますか？,学校
8,9,6,0.67, 学生時代、一番楽しかった学年はありますか？,学校
8,7,5,0.71, ほかにエピソードはありますか？,学校
8,16,5,0.31, ほかには何か面白いことはありましたか？,旅行
8,11,2,0.18, 旅行に行くときはなにか目的はありますか？,旅行
8,15,4,0.27, 「温泉」などリフレッシュするためにいきますか？,旅行
8,4,3,0.75, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？,旅行
8,4,3,0.75, 旅行にはよく行かれますか？,旅行
8,23,15,0.65, さいきん旅行には行きましたか？,旅行
8,23,22,0.96, 今までいった「旅行」で特におすすめの場所はありますか？,旅行
8,10,10,1.0, 旅行はどこに行ったことがありますか？,旅行
8,4,1,0.25, では，もう一度見たい映画はありますか？,映画
8,4,1,0.25, 「映画館」か「テレビ」かどちらでよく映画をみますか？,映画
8,3,1,0.33, 邦画が好きなんですか，おすすめの邦画ってありますか？,映画
8,11,5,0.45, 最近見た映画はありますか？,映画
8,5,3,0.6, 洋画が好きなんですか，おすすめの洋画ってありますか？,映画
8,2,2,1.0, 最近映画は見ましたか？,映画
8,3,3,1.0, おすすめの映画ってありますか？,映画
8,7,4,0.57, 本はよく読む方ですか？,本
8,6,3,0.5, 最近本は読みましたか？,本
8,2,1,0.5, あまり読まないんですね。では今までに読んだ中で一番好きな本はありますか？,本
8,3,2,0.67, よく読むんですか。いいですね。おすすめの作者や本はありますか？,本
8,1,1,1.0, 一番好きなシーンなどはありますか？,本
8,14,7,0.5, カラオケは好きですか？,音楽
8,6,2,0.33, 最近音楽は聞きましたか？,音楽
8,9,3,0.33, カラオケでよくなにをうたうのですか？,音楽
8,22,20,0.91, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,音楽
8,4,1,0.25, カラオケに行くときはお友達と行きますか？,音楽
8,2,1,0.5, クラシックが好きなんですか。おすすめの作曲者やきょくってありますか？,音楽
8,7,4,0.57, おすすめの曲はありますか？,音楽
8,6,5,0.83, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽
8,3,2,0.67, カラオケで歌ったりするのですか？,音楽
8,8,6,0.75, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽
8,23,17,0.74, なるほど、普段はどこでスイーツを買いますか？,食事
8,24,23,0.96, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,食事
8,17,9,0.53, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,食事
8,15,7,0.47, からい食べものとはどんな食べものが好きですか？,食事
8,10,3,0.3, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,食事
8,30,30,1.0, 甘いものと、からいものどちらがお好きですか？,食事
9,8,4,0.5, 素敵な趣味ですね。,default
9,8,6,0.75, そうですね・・ぜひ参考にさせていただきます。,default
9,19,10,0.53, 本当ですか！,default
9,4,2,0.5, そうですね、わかります。,default
9,18,2,0.11, ありがとうございます。,default
9,3,2,0.67, よくご存じですね。,default
9,4,3,0.75, そうですか、なかなかですね。,default
9,10,2,0.2, はい、そうです。,default
9,5,1,0.2, そうですね。,default
9,10,4,0.4, 楽しそうですね！,default
9,2,1,0.5, たのしそうですね。,default
9,16,12,0.75, なるほど、勉強になります・・,default
9,9,5,0.56, すごいですね。,default
9,6,3,0.5, ありがとうございます。参考にさせていただきます。,default
9,7,5,0.71, なるほど、よくご存じですね・・,default
9,5,3,0.6, すごいですね！,default
9,5,2,0.4, なるほど、面白そうですね！,default
9,58,1,0.02, ありがとうございました・・,default
9,47,4,0.09, なるほど。,default
9,57,1,0.02, そうなんですね。,default
9,31,2,0.06, もう少し詳しく教えていただいていいですか。,default
9,1,1,1.0, そうなんですか．,default
9,1,1,1.0, そうなんですね，新しい知識が増えました，今度知りあいにもすすめてみたいと思います！,default
9,2,2,1.0, なるほど、そうなんですね・・,default
9,1,1,1.0, すごい！,default
9,3,3,1.0, いいですね，とても興味深いです！,default
9,10,3,0.3, そうですか，いいものが見つかるといいですね．,エスエヌエス
9,19,18,0.95, なるほど、そういうふうに利用されているのですね。,エスエヌエス
9,1,1,1.0, いいですね．使ってみると面白そうですね！,エスエヌエス
9,1,1,1.0, 「エスエヌエス」のともだちと実際に、会ったことはありますか・・,エスエヌエス
9,10,5,0.5, なるほど、健康的で、ステキですね・・,スポーツ
9,2,1,0.5, なるほど、面白そうですね，機会があればわたしも見てみたいです！,スポーツ
9,3,1,0.33, 一度ネットワークにつなぐと、あとはラクなようですよ。,休日
9,12,2,0.17, そとで過ごすときはスポーツをしたりしますか・・,休日
9,1,1,1.0, 面白かったんですね！,学校
9,4,4,1.0, 貴重な体験をされましたね・・,学校
9,5,2,0.4, すごい！面白い体験をされましたね!,旅行
9,20,1,0.05, 貴重な体験談をありがとうございました。,旅行
9,1,1,1.0, そうですか，では一度独自で調べてみますね！,映画
9,1,1,1.0, なるほど，では私もチェックしておきますね！,映画
9,2,1,0.5, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,音楽
9,10,3,0.3, とても楽しそうですね。,音楽
9,2,1,0.5, そうですか。最近はまっている食べ物はありますか・・,食事
9,4,1,0.25, とても美味しそうですね。今度知りあいにもすすめてみようと思います・・,食事
9,8,5,0.62, そうですか、とても美味しそうですね・・,食事
9,8,1,0.12, どこで食べられたんですか・・,食事
