userID,agent_utterance,dialogue_act,190527_da,label
F01_046, そうですか，では一度独自で調べてみますね！,oa,oa,0.0
F01_047, これから「銃」について話しましょう,op,op,0.33333333333333337
F01_048, 銃を見たことはありますか？,qy,question_short,0.0
F01_049, 銃か，射撃や射的ならどちらが好きなのですか？,qw,question_long,0.16666666666666674
F01_050, 射撃や射的のどういったところが好きなのですか？,qw,question_long,0.0
F01_051, どういったところでやったことがあるんですか？,qw,question_long,0.0
F01_052, またの機会があればやってみたいですか？,qy,question_short,0.4166666666666666
F01_053, なるほど，楽しそうですね．私も一度やってみたいです！,pa,pa,0.0
F01_054, とあるモデルガンのランキングによると、ライフル・SMG部門で一番人気のあるものは、東京マルイのHK417、アーリーマリアントだそうです。ご存知でしたか？,qy,question_short,0.08333333333333337
F01_055, HK417は、イギリス、オーストラリア、フランスなどの、数カ国の軍隊や法執行部隊で使用されているようですね？,io,io,0.08333333333333337
F01_056, ダイアルはバレル同軸式のドラムタイプで、操作性も良いそうです！いいですね,io,io,0.16666666666666674
F01_057, ご存知でしたか？,qy,question_short,0.0
F01_058, そうですか。それは残念です・・,oa,oa,0.08333333333333337
F01_059, これから「音楽」について話しましょう！,op,op,0.25
F01_060, 最近音楽は聞きましたか？,qy,question_short,0.9166666666666666
F01_061, 聞くとしたら、邦楽，洋楽，クラシック，それ以外のどれですか？,qw,question_long,1.0
F01_062, クラシックが好きなんですか。おすすめの作曲者やきょくってありますか？,qy,question_long,1.0
F01_063, その作曲者のどういうところが好きなんですか？,qw,question_long,1.0
F01_064, おすすめの曲はありますか？,qy,question_long,0.9166666666666666
F01_065, その曲のどういうところが好きなんですか？,qw,question_long,0.8333333333333333
F01_066, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,pa,pa,0.6666666666666666
F01_067, ベートーベンの、通称「第く」、は、正式名称は、交響曲第9番ニ短調作品125というようです！,io,io,0.33333333333333337
F01_068, 年末にこの曲を聴くことが多いと思いますが、これは戦後の日本の貧しさが影響してるようですよ？,io,io,1.0
F01_069, 第くはコーラスも参加するため出演者の総人数が多く，出演者の知人も客として呼べばふだんより多くの来場者が期待できるからだそうです！,io,io,1.0
F01_070, 第くを聞いたことはありますか？,qy,question_short,1.0
F01_071, いつ聞かれたんですか？,qw,question_long,1.0
F01_072, そうですか，一度生で聞いてみたいものですね！,pa,pa,0.16666666666666674
F01_073, これから「鉄道」について話しましょう,op,op,0.4166666666666667
F01_074, 電車は好きですか？,qy,question_short,0.08333333333333337
F01_075, 電車に乗るのがすきなんですか？それとも見るのが好きなんですか？,qw,question_long,0.5833333333333334
F01_076, どういったときに電車を利用するんですか？,qw,question_long,0.3333333333333333
F01_077, 駅弁などは買ったことがありますか？,qy,question_short,0.8333333333333333
F01_078, 駅弁というのは美味しいんですか？わたしは食べたことがないのでわからないのですが,qy,question_short,0.5
F01_079, そうなんですか。それは一度食べてみたいものです！,pa,pa,0.5
F01_080, 臨時寝台特別急行列車であるトワイライトエクスプレスが運行終了したそうですね．ご存知でしたか？,qy,question_short,0.2500000000000001
F01_081, トワイライトエクスプレスは、1989年7月21日に運転を開始し、平均所要時間は、下りだと約22時間だそうです！長いですね,io,io,0.3333333333333333
F01_082, 今年の春からは、トワイライトエクスプレスみずかぜとして、トワイライトエクスプレスの名称は、受け継がれるそうです！,io,io,0.0
F01_083, ご存知でしたか？,qy,question_short,0.3333333333333333
F01_084, のってみたいですか？,qy,question_short,0.6666666666666666
F01_085, そうなんですか。一度、乗ってみたいものですね！,pa,pa,0.5833333333333334
F02_001, これから「写真」について話しましょう！,op,op,0.33333333333333337
F02_002, 写真を撮りに行ったり見たりすることはありますか？,qy,question_short,0.8333333333333333
F02_003, 写真はよく撮りに行くんですか？,qy,question_short,1.0
F02_004, どんな写真が好きなんですか？,qw,question_long,1.0
F02_005, 写真はどういったところに撮りに行くんですか？,qw,question_long,1.0
F02_006, 今撮りに行きたいと思っているところってありますか？,qy,question_long,1.0
F02_007, なるほど、それは私も行ってみたいです！,pa,pa,0.4166666666666666
F02_008, 京都で写真を撮る際に人気の場所として，清水寺や金閣寺が人気のようですよ！,io,io,0.2500000000000001
F02_009, 清水寺や金閣寺には行ったことはありますか？,qy,question_short,0.5
F02_010, その時写真は撮られたんですか？,qy,question_short,1.0
F02_011, いいですね，また行ってみてはいかがですか？,su,su,0.2500000000000001
F02_012, これから「銃」について話しましょう,op,op,0.25
F02_013, 銃を見たことはありますか？,qy,question_short,0.2500000000000001
F02_014, 銃か，射撃や射的ならどちらが好きなのですか？,qw,question_long,0.0
F02_015, 射撃や射的のどういったところが好きなのですか？,qw,question_long,0.0
F02_016, では本物でなくてもいいので、銃を見たことはありますか？,qy,question_short,0.08333333333333337
F02_017, どういったところでやったことがあるんですか？,qw,question_long,0.16666666666666674
F02_018, なるほど、私も機会があれば一度やってみたいです。,pa,pa,0.0
F02_019, とあるモデルガンのランキングによると、ライフル・SMG部門で一番人気のあるものは、東京マルイのHK417、アーリーマリアントだそうです。ご存知でしたか？,qy,question_short,0.08333333333333337
F02_020, HK417は、イギリス、オーストラリア、フランスなどの、数カ国の軍隊や法執行部隊で使用されているようですね？,io,io,0.0
F02_021, ダイアルはバレル同軸式のドラムタイプで、操作性も良いそうです！いいですね,io,io,0.0
F02_022, ご存知でしたか？,qy,question_short,0.0
F02_023, そうですか。それは残念です・・,oa,oa,0.0
F02_024, これから「食べ物」について話しましょう！,op,op,0.16666666666666669
F02_025, ご飯系か、お菓子やスイーツではどちらが好きですか？,qw,question_long,1.0
F02_026, 食べるのか，見たり作ったりするののどちらが好きなんですか？,qw,question_long,0.8333333333333333
F02_027, 食べるのが好きなんですね。おすすめの美味しいものはありますか？,qy,question_long,1.0
F02_028, どういったところが好きなんですか？,qw,question_long,1.0
F02_029, それは最近食べられたんですか？,qy,question_short,0.5833333333333334
F02_030, いいですね，私も食べてみたいです！,pa,pa,0.08333333333333337
F02_031, 今現在，「ダフィン」が流行っているようですよ．ご存知ですか？,qy,question_short,0.3333333333333333
F02_032, ドーナツとマフィンのハイブリッドスイーツで，ドーナツで作られたマフィンのようですよ？,io,io,1.0
F02_033, サクサクとした表面で，中はふんわり食感のようです．美味しそうですね！,io,io,0.16666666666666674
F02_034, ダフィンを食べたことはありますか？,qy,question_short,0.16666666666666674
F02_035, そうなんですか，羨ましいです．おいしかったですか？,qy,question_short,0.5
F02_036, いいですね，私も機会があれば食べてみたいです！,pa,pa,0.08333333333333337
F02_037, これから「鉄道」について話しましょう,op,op,0.16666666666666669
F02_038, 電車は好きですか？,qy,question_short,0.08333333333333337
F02_039, 電車に乗るのがすきなんですか？それとも見るのが好きなんですか？,qw,question_long,0.4166666666666666
F02_040, そうなんですか。どういったところが好きなんですか？,qw,question_long,0.6666666666666666
F02_041, どういったときに電車を利用するんですか？,qw,question_long,0.5
F02_042, なるほど。それは興味がありますね。私も一度、見てみようと思います！,pa,pa,0.0
F02_043, 臨時寝台特別急行列車であるトワイライトエクスプレスが運行終了したそうですね．ご存知でしたか？,qy,question_short,0.0
F02_044, トワイライトエクスプレスは、1989年7月21日に運転を開始し、平均所要時間は、下りだと約22時間だそうです！長いですね,io,io,0.0
F02_045, 今年の春からは、トワイライトエクスプレスみずかぜとして、トワイライトエクスプレスの名称は、受け継がれるそうです！,io,io,0.0
F02_046, ご存知でしたか？,qy,question_short,0.0
F02_047, のってみたいですか？,qy,question_short,0.4166666666666666
F02_048, そうなんですか。一度、乗ってみたいものですね！,pa,pa,0.0
F02_049, これから「音楽」について話しましょう！,op,op,0.16666666666666669
F02_050, 最近音楽は聞きましたか？,qy,question_short,0.5833333333333334
F02_051, 聞くとしたら、邦楽，洋楽，クラシック，それ以外のどれですか？,qw,question_long,0.7499999999999999
F02_052, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,qy,question_long,0.8333333333333333
F02_053, その歌手のどういうところが好きなんですか？,qw,question_long,0.8333333333333333
F02_054, その曲のどういうところが好きなんですか？,qw,question_long,0.8333333333333333
F02_055, なんていうものなんですか？,qw,question_long,0.5833333333333333
F02_056, なんていうものなんですか？,qw,question_long,0.5833333333333334
F02_057, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,pa,pa,0.08333333333333337
F02_058, 最近では，「いきものがかり」の活動休止が話題になっているようです．ご存知でしたか？,qy,question_short,0.5
F02_059, 「放牧宣言」という名目で活動休止を1月5日に発表したようですね．,io,io,0.0
F02_060, 「いきものがかり」で好きな曲はありますか？,qy,question_long,0.5833333333333334
F02_061, その曲は何故好きなんですか？,qw,question_long,1.0
F02_062, 活動休止というのは悲しいものですね．活動再開を待ちたいものですね．,oa,oa,0.08333333333333337
F02_063, これから「歌舞伎」について話しましょう！,op,op,0.16666666666666669
F02_064, 歌舞伎を見に行ったことはありますか？,qy,question_short,0.0
F02_065, テレビなどでも見たことはないですか？,qy,question_short,0.16666666666666674
F02_066, どういった時に見られたんですか？,qw,question_long,0.16666666666666674
F02_067, どんな公演だったんですか？,qw,question_long,0.0
F02_068, そうですか，それは残念です・・,oa,oa,0.08333333333333337
F02_069, 最近では，歌舞伎での「ワンピースツー」の公演が行われる予定のようです．ご存知でしたか？,qy,question_short,0.3333333333333333
F02_070, 人気漫画「ワンピース」をテーマにした作品で，昨年大ヒットした歌舞伎が帰ってくるようです．,io,io,0.16666666666666669
F02_071, ドラマへの出演などでも知られる市川猿之助さんが主演されているようです．いいですね！,io,io,0.08333333333333337
F02_072, 市川猿之助さんはご存知ですか？,qy,question_short,0.0
F02_073, 「ワンピース」の歌舞伎をご覧になったことはありますか？,qy,question_short,0.0
F02_074, この公演をみに行こうと思いますか？,qy,question_short,0.08333333333333337
F02_075, そうですか．では他の公演を調べておきますね・・,oa,oa,0.0
F03_001, これから「写真」について話しましょう！,op,op,0.9166666666666666
F03_002, 写真を撮りに行ったり見たりすることはありますか？,qy,question_short,1.0
F03_003, 写真はよく撮りに行くんですか？,qy,question_short,1.0
F03_004, どんな写真が好きなんですか？,qw,question_long,1.0
F03_005, 写真はどういったところに撮りに行くんですか？,qw,question_long,1.0
F03_006, 今撮りに行きたいと思っているところってありますか？,qy,question_long,1.0
F03_007, それはどういったところなんですか？,qw,question_long,1.0
F03_008, なるほど、それは私も行ってみたいです！,pa,pa,0.8333333333333333
F03_009, 京都で写真を撮る際に人気の場所として，清水寺や金閣寺が人気のようですよ！,io,io,0.8333333333333333
F03_010, 清水寺や金閣寺には行ったことはありますか？,qy,question_short,0.9166666666666666
F03_011, その時写真は撮られたんですか？,qy,question_short,0.9166666666666666
F03_012, いいですね，また行ってみてはいかがですか？,su,su,0.3333333333333333
F03_013, これから「アニメ・漫画」について話しましょう！,op,op,0.25
F03_014, 最近アニメや漫画をよく見ますか？,qy,question_short,0.0
F03_015, どちらかといえば、アニメか漫画のどちらを見るんですか？,qw,question_long,0.0
F03_016, 漫画ですか。おすすめの漫画ってありますか？,qy,question_long,0.9166666666666666
F03_017, それは一体どういった内容なんですか？,qw,question_long,0.4166666666666666
F03_018, どういったところが好きなんですか？,qw,question_long,0.6666666666666666
F03_019, 私も興味が出てきました。私も今度読んでみたいと思います！,pa,pa,0.0
F03_020, 2017年には「ざわざわ森のがんこちゃん」がアニメ化されるようですよ，ご存知ですか？,qy,question_short,0.8333333333333333
F03_021, 「ガンガンがんこちゃん」というタイトルで1月23日から放送されるようです！,io,io,0.8333333333333333
F03_022, 人類が滅亡した地球の未来を描いた「ざわざわ森のがんこちゃん」の20周年を記念して制作されるそうです．,io,io,0.9166666666666666
F03_023, アニメ化することはご存知でしたか？,qy,question_short,0.16666666666666674
F03_024, 「ざわざわ森のがんこちゃん」を知っていますか？,qy,question_short,0.6666666666666666
F03_025, がんこちゃんのアニメを見ようと思いますか？,qy,question_short,0.5
F03_026, いいですね，私も見てみたいです！,pa,pa,0.08333333333333337
F03_027, これから「音楽」について話しましょう！,op,op,0.5833333333333333
F03_028, 最近音楽は聞きましたか？,qy,question_short,1.0
F03_029, 聞くとしたら、邦楽，洋楽，クラシック，それ以外のどれですか？,qw,question_long,0.8333333333333333
F03_030, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,qy,question_long,0.8333333333333333
F03_031, その歌手のどういうところが好きなんですか？,qw,question_long,0.8333333333333333
F03_032, おすすめの曲はありますか？,qy,question_long,1.0
F03_033, その曲のどういうところが好きなんですか？,qw,question_long,0.8333333333333333
F03_034, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,pa,pa,0.08333333333333337
F03_035, 最近では，「いきものがかり」の活動休止が話題になっているようです．ご存知でしたか？,qy,question_short,0.6666666666666666
F03_036, 「放牧宣言」という名目で活動休止を1月5日に発表したようですね．,io,io,0.5
F03_037, 「いきものがかり」で好きな曲はありますか？,qy,question_long,1.0
F03_038, その曲は何故好きなんですか？,qw,question_long,0.8333333333333333
F03_039, 活動休止というのは悲しいものですね．活動再開を待ちたいものですね．,oa,oa,0.16666666666666674
F03_040, これから「旅行」について話しましょう！,op,op,0.6666666666666666
F03_041, 最近旅行には行きましたか？,qy,question_short,0.33333333333333337
F03_042, 旅行にはよく行くんですか？,qy,question_short,0.5
F03_043, 今まで行った中でおすすめの場所はありますか？,qy,question_long,0.8333333333333333
F03_044, その旅行ではなにが一番楽しかったんですか？,qw,question_long,1.0
F03_045, なるほど、それは楽しそうですね！私も行ってみたいです。,pa,pa,0.2500000000000001
F03_046, 最近では，ユニバーサル・スタジオ・ジャパンが話題になっているようです．ご存知でしたか？,qy,question_short,0.16666666666666674
F03_047, 1月13日からはコナン，ゴジラ，モンスターハンター，エヴァンゲリオンなどを題材にしたユニバーサルクールジャパンが開催されるようです．,io,io,0.2500000000000001
F03_048, また，4月21日には世界最大のミニオンエリアがグランドオープンするようです．楽しみですね！,io,io,0.08333333333333337
F03_049, ユニバーサルスタジオジャパンに行ったことはありますか？,qy,question_short,0.4166666666666666
F03_050, おすすめのアトラクションはありますか？,qy,question_long,0.6666666666666666
F03_051, ユニバーサル・スタジオ・ジャパンに行く予定はありますか？,qy,question_short,0.16666666666666674
F03_052, そうなんですか，楽しそうなので行ってみたいものですね！,oa,oa,0.0
F03_053, これから「スポーツ」について話しましょう！,op,op,0.16666666666666669
F03_054, 最近スポーツはしましたか？,qy,question_short,0.2500000000000001
F03_055, スポーツはよくするんですか？,qy,question_short,0.16666666666666674
F03_056, 好きなスポーツはなんですか？,qw,question_long,0.2500000000000001
F03_057, そのスポーツはするほうが好きですか？それとも見るほうが好きですか？,qw,question_long,0.6666666666666666
F03_058, するのが好きなんですね．最近はどこでしたんですか？,qw,question_long,0.7499999999999999
F03_059, なるほど、面白そうですね，機会があればわたしもやってみたいです！,pa,pa,0.4166666666666666
F03_060, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,qy,question_short,0.3333333333333333
F03_061, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるので行ってみたいものですね！,io,io,0.16666666666666674
F03_062, オリンピックは今までに見たことはありますか？,qy,question_short,0.0
F03_063, 日本で開催されるオリンピックを、見に行く予定はありますか？,qy,question_short,0.0
F03_064, そうですか。テレビでの観戦はなされるんですか？,qy,question_short,0.5833333333333334
F03_065, そうですね、私も行けたら行きたいです！,pa,pa,0.0
F03_066, これから「銃」について話しましょう,op,op,0.4166666666666667
F03_067, 銃を見たことはありますか？,qy,question_short,0.6666666666666666
F03_068, 銃か，射撃や射的ならどちらが好きなのですか？,qw,question_long,0.0
F03_069, 射的のどういったところが好きなのですか？,qw,question_long,0.0
F03_070, どういったところでやったことがあるんですか？,qw,question_long,0.0
F03_071, そうなんですか。それはおもしろそうですね。私も一度やってみたいです。,pa,pa,0.0
F03_072, とあるモデルガンのランキングによると、ライフル・SMG部門で一番人気のあるものは、東京マルイのHK417、アーリーマリアントだそうです。ご存知でしたか？,qy,question_short,0.0
F03_073, HK417は、イギリス、オーストラリア、フランスなどの、数カ国の軍隊や法執行部隊で使用されているようですね？,io,io,0.0
F03_074, ダイアルはバレル同軸式のドラムタイプで、操作性も良いそうです！いいですね,io,io,0.0
F03_075, ご存知でしたか？,qy,question_short,0.0
F03_076, 見たことはありますか？,qy,question_short,0.0
F03_077, バレル同軸式というのはとてもかっこいいですね，一度見てみたいですね！,pa,pa,0.0
F04_001, これから「食べ物」について話しましょう！,op,op,0.5833333333333333
F04_002, ご飯系か、お菓子やスイーツではどちらが好きですか？,qw,question_long,1.0
F04_003, 食べるのか，見たり作ったりするののどちらが好きなんですか？,qw,question_long,0.75
F04_004, 食べるのか，見たり作ったりするののどちらが好きなんですか？,qw,question_long,1.0
F04_005, 食べるのが好きなんですね。おすすめの美味しいものはありますか？,qy,question_long,1.0
F04_006, どういったところが好きなんですか？,qw,question_long,1.0
F04_007, それは最近食べられたんですか？,qy,question_short,1.0
F04_008, いいですね，私も食べてみたいです！,pa,pa,1.0
F04_009, 今現在，「だふぃん」が流行っているようですよ．ご存知ですか？,qy,question_short,0.75
F04_010, 今現在，「だふぃん」が流行っているようですよ．ご存知ですか？,qy,question_short,0.75
F04_011, 「だふぃん」です,oa,oa,0.8333333333333333
F04_012, ドーナツとまふぃんのハイブリッドスイーツで，ドーナツで作られたまふぃんのようですよ？,io,io,1.0
F04_013, サクサクとした表面で，中はふんわり食感のようです．美味しそうですね！,io,io,1.0
F04_014, だふぃんを食べたことはありますか？,qy,question_short,0.7499999999999999
F04_015, 食べてみたいですか？,qy,question_short,0.8333333333333333
F04_016, 日本に上陸したばかりみたいです。まだまだ見かけることは少ないのかもしれませんね？,io,io,0.6666666666666666
F04_017, これから「ファッション」について話しましょう,op,op,0.9166666666666666
F04_018, ファッションに興味はありますか？,qy,question_short,1.0
F04_019, ファッション雑誌を読むのが好きなんですか？,qy,question_short,0.6666666666666666
F04_020, では，服を見るのは好きですか？,qy,question_short,0.8333333333333333
F04_021, どんな服が好きなんですか？,qw,question_long,1.0
F04_022, 好きなブランドはありますか？,qy,question_long,0.6666666666666666
F04_023, そのブランドのどんなところが好きなんですか？,qw,question_long,0.7499999999999999
F04_024, おすすめのアイテムはありますか？,qy,question_long,0.8333333333333333
F04_025, いいですね，私も着てみたいです！,pa,pa,0.5
F04_026, 2017年の春夏トレンドカラーはアビスブルーのようです．ご存知ですか？,qy,question_short,1.0
F04_027, アビスブルーとは，深海のようなディープブルーのことのようです．,io,io,1.0
F04_028, また，プリントや刺繍で表現されたボタニカルワールドやアニマルモチーフが人気のようですよ．,io,io,1.0
F04_029, これらの情報をご存知でしたか？,qy,question_short,0.8333333333333333
F04_030, どれか持っているものはありましたか？,qy,question_long,0.5833333333333334
F04_031, すみません。なにか言いかけましたか？,qy,question_short,0.9166666666666666
F04_032, そうなんですか，流行りのものって身につけてみたいですよね！,oa,oa,0.08333333333333337
F04_033, これから「スポーツ」について話しましょう！,op,op,0.33333333333333337
F04_034, 最近スポーツはしましたか？,qy,question_short,0.16666666666666674
F04_035, スポーツはよくするんですか？,qy,question_short,0.0
F04_036, 好きなスポーツはなんですか？,qw,question_long,1.0
F04_037, そのスポーツはするほうが好きですか？それとも見るほうが好きですか？,qw,question_long,0.6666666666666666
F04_038, するのが好きなんですね．最近はどこでしたんですか？,qw,question_long,0.9166666666666666
F04_039, そのスポーツはどういったところが面白いんですか？,qw,question_long,0.6666666666666666
F04_040, なるほど、面白そうですね，機会があればわたしもやってみたいです！,pa,pa,0.5
F04_041, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,qy,question_short,0.16666666666666674
F04_042, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるので行ってみたいものですね！,io,io,0.5
F04_043, オリンピックは今までに見たことはありますか？,qy,question_short,0.16666666666666674
F04_044, 日本で開催されるオリンピックを、見に行く予定はありますか？,qy,question_short,0.5833333333333334
F04_045, そうですか。テレビでの観戦はなされるんですか？,qy,question_short,0.16666666666666674
F04_046, いいですね。私もテレビ観戦してみたいです！,pa,pa,0.2500000000000001
F04_047, これから「銃」について話しましょう,op,op,0.16666666666666669
F04_048, 銃を見たことはありますか？,qy,question_short,0.0
F04_049, 銃か，射撃や射的ならどちらが好きなのですか？,qw,question_long,0.5833333333333334
F04_050, 射撃や射的のどういったところが好きなのですか？,qw,question_long,0.0
F04_051, どういったところでやったことがあるんですか？,qw,question_long,0.16666666666666674
F04_052, またの機会があればやってみたいですか？,qy,question_short,0.0
F04_053, なるほど、私も機会があれば一度やってみたいです。,pa,pa,0.0
F04_054, とあるモデルガンのランキングによると、ライフル・SMG部門で一番人気のあるものは、東京マルイのHK417、アーリーマリアントだそうです。ご存知でしたか？,qy,question_short,0.0
F04_055, HK417は、イギリス、オーストラリア、フランスなどの、数カ国の軍隊や法執行部隊で使用されているようですね？,io,io,0.16666666666666674
F04_056, ダイアルはバレル同軸式のドラムタイプで、操作性も良いそうです！いいですね,io,io,0.0
F04_057, ご存知でしたか？,qy,question_short,0.0
F04_058, 見たことはありますか？,qy,question_short,0.0
F04_059, バレル同軸式というのはとてもかっこいいですね，一度見てみたいですね！,pa,pa,0.0
F04_060, これから「旅行」について話しましょう！,op,op,0.6666666666666666
F04_061, 最近旅行には行きましたか？,qy,question_short,0.9166666666666666
F04_062, 旅行にはよく行くんですか？,qy,question_short,0.8333333333333333
F04_063, 旅行はどこにいったことがあるんですか？,qw,question_long,0.6666666666666666
F04_064, 今まで行った中でおすすめの場所はありますか？,qy,question_long,0.5
F04_065, その旅行ではなにが一番楽しかったんですか？,qw,question_long,0.9166666666666666
F04_066, なるほど、それは楽しそうですね！私も行ってみたいです。,pa,pa,0.16666666666666674
F04_067, 最近では，ユニバーサルスタジオジャパンが話題になっているようです．ご存知でしたか？,qy,question_short,0.5833333333333334
F04_068, 1月13日からは，コナン，ゴジラ，モンスターハンター，エヴァンゲリオンなどを題材にしたユニバーサルクールジャパンが開催されるようです．,io,io,0.9166666666666666
F04_069, また，4月21日には世界最大のミニオンエリアがグランドオープンするようです．楽しみですね！,io,io,0.6666666666666666
F04_070, ユニバーサルスタジオジャパンに行ったことはありますか？,qy,question_short,0.6666666666666666
F04_071, いつ行かれたんですか？,qw,question_long,0.5833333333333334
F04_072, おすすめのアトラクションはありますか？,qy,question_long,0.7499999999999999
F04_073, ユニバーサルスタジオジャパンに行く予定はありますか？,qy,question_short,0.8333333333333333
F04_074, そうなんですか，私も行ってみたいです！,pa,pa,0.08333333333333337
F04_075, これから「鉄道」について話しましょう,op,op,0.16666666666666669
F04_076, 電車は好きですか？,qy,question_short,0.16666666666666674
F04_077, 電車に乗るのがすきなんですか？それとも見るのが好きなんですか？,qw,question_long,0.4166666666666666
F04_078, そうなんですか。どういったところが好きなんですか？,qw,question_long,0.0
F04_079, では、電車はよく利用しますか？,qy,question_short,0.0
F04_080, そうですか。それは残念です・・,oa,oa,0.08333333333333337
F04_081, 臨時寝台特別急行列車であるトワイライトエクスプレスが運行終了したそうですね．ご存知でしたか？,qy,question_short,0.0
F04_082, トワイライトエクスプレスは、1989年7月21日に運転を開始し、平均所要時間は、下りだと約22時間だそうです！長いですね,io,io,0.0
F04_083, 今年の春からは、トワイライトエクスプレスみずかぜとして、トワイライトエクスプレスの名称は、受け継がれるそうです！,io,io,0.0
F04_084, ご存知でしたか？,qy,question_short,0.0
F04_085, のってみたいですか？,qy,question_short,0.0
F04_086, そうなんですか。それは勉強不足でした・・,oa,oa,0.16666666666666674
F05_001, これから「アニメ・漫画」について話しましょう！,op,op,0.5833333333333333
F05_002, 最近アニメや漫画をよく見ますか？,qy,question_short,0.5833333333333334
F05_003, どちらかといえば、アニメか漫画のどちらを見るんですか？,qw,question_long,0.8333333333333333
F05_004, アニメですか。おすすめのアニメってありますか？,qy,question_long,0.8333333333333333
F05_005, それは一体どういった内容なんですか？,qw,question_long,0.8333333333333333
F05_006, どういったところが好きなんですか？,qw,question_long,1.0
F05_007, 私も興味が出てきました。私も今度見てみたいと思います！,pa,pa,0.6666666666666666
F05_008, 2017年には「ざわざわ森のがんこちゃん」がアニメ化されるようですよ，ご存知ですか？,qy,question_short,0.08333333333333337
F05_009, 「ガンガンがんこちゃん」というタイトルで1月23日から放送されるようです！,io,io,0.0
