cls,freq,freq_1cls,ratio,agent_utterance,theme
2,2,2,1.0, おばあちゃんがよく家で出してくれていたと言っていました。,食事
2,8,7,0.88, どこで食べられたんですか・・,食事

3,128,128,1.0, なるほど、そうなんですね。,default

4,7,7,1.0, なるほど、それは面白そうですね。,default
4,6,6,1.0, それは面白そうですね。,default
4,4,4,1.0, なるほど、それは面白そうですね。今度しりあいにもすすめてみたいと思います！,default
4,3,3,1.0, それは大変ですよね。,default
4,3,3,1.0, そうなんですか．それでは一度独自で調べてみたいと思います．,default
4,2,2,1.0, そのスポーツのおすすめポイントを教えてください＾＾,スポーツ
4,3,3,1.0, そうですか。そのスポーツはテレビで鑑賞はされますか・・,スポーツ
4,5,5,1.0, その旅先で何かハプニングはありましたか!,旅行
4,10,10,1.0, なるほど、それは素晴らしい経験ですね。,旅行
4,14,14,1.0, それは、美味しそうですね。,旅行
4,22,22,1.0, その旅先で美味しい食べ物はたべましたか・・,旅行
4,4,4,1.0, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・,旅行
4,7,7,1.0, なるほど、それはリラックスできますね。,旅行
4,11,11,1.0, なるほど、それは美味しそうですね・・,食事
4,1,1,1.0, 具体的にどういう味か教えてください。,食事

5,19,19,1.0, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！,スポーツ
5,4,4,1.0, これからの季節は暖かくなるので、散歩などは気持ちがいいですよね。,スポーツ
5,5,5,1.0, たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・,旅行
5,4,4,1.0, なまで演奏をきくと、迫力があって、感動するみたいですね！,音楽
5,8,8,1.0, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・,食事
5,8,8,1.0, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。,食事

6,16,8,0.5, 日本で開催されるオリンピックを、見にいく予定はありますか？,スポーツ
6,7,2,0.29, 競技はなにをご覧になりますか？,スポーツ
6,16,1,0.06, 健康のため、とか、リフレッシュするため、とかですか？,スポーツ
6,15,4,0.27, オリンピックは今までに見たことはありますか？,スポーツ
6,4,1,0.25, そうですか。テレビでの観戦はなされるんですか？,スポーツ
6,1,1,1.0, スポーツはよくするんですか？,スポーツ
6,7,4,0.57, 最近スポーツはしましたか？,スポーツ
6,16,4,0.25, ほかには何か面白いことはありましたか？,旅行
6,11,3,0.27, 旅行に行くときはなにか目的はありますか？,旅行
6,15,7,0.47, 「温泉」などリフレッシュするためにいきますか？,旅行
6,4,1,0.25, 旅行にはよく行かれますか？,旅行
6,23,8,0.35, さいきん旅行には行きましたか？,旅行
6,23,1,0.04, 今までいった「旅行」で特におすすめの場所はありますか？,旅行
6,3,1,0.33, おすすめの歌手やきょくってありますか？,音楽
6,14,5,0.36, カラオケは好きですか？,音楽
6,6,3,0.5, 最近音楽は聞きましたか？,音楽
6,9,2,0.22, カラオケでよくなにをうたうのですか？,音楽
6,22,1,0.05, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,音楽
6,4,1,0.25, カラオケに行くときはお友達と行きますか？,音楽
6,6,3,0.5, コンサートとかには行きますか？,音楽
6,7,3,0.43, おすすめの曲はありますか？,音楽
6,3,1,0.33, カラオケで歌ったりするのですか？,音楽
6,23,5,0.22, なるほど、普段はどこでスイーツを買いますか？,食事
6,7,1,0.14, どんなところに行きますか？和食ですか洋食ですか？,食事
6,17,5,0.29, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,食事
6,9,1,0.11, お友達とランチに行ったりしますか？,食事
6,10,1,0.1, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,食事

7,58,57,0.98, ありがとうございました・・,default
7,47,43,0.91, なるほど。,default
7,57,56,0.98, そうなんですね。,default
7,31,29,0.94, もう少し詳しく教えていただいていいですか。,default

8,3,1,0.33, どういったところが好きなんですか？,default
8,2,2,1.0, ほかには、ありますか？,default
8,6,5,0.83, スポーツをする目的は何ですか？,スポーツ
8,20,2,0.1, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,スポーツ
8,16,11,0.69, 健康のため、とか、リフレッシュするため、とかですか？,スポーツ
8,3,2,0.67, 好きなスポーツはなんですか？,スポーツ
8,5,2,0.4, なにかおすすめのスポーツ観戦はありますか？,スポーツ
8,7,3,0.43, 最近スポーツはしましたか？,スポーツ
8,1,1,1.0, どんなスポーツをされましたか？,スポーツ
8,16,5,0.31, ほかには何か面白いことはありましたか？,旅行
8,11,2,0.18, 旅行に行くときはなにか目的はありますか？,旅行
8,15,4,0.27, 「温泉」などリフレッシュするためにいきますか？,旅行
8,4,3,0.75, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？,旅行
8,4,3,0.75, 旅行にはよく行かれますか？,旅行
8,23,15,0.65, さいきん旅行には行きましたか？,旅行
8,23,22,0.96, 今までいった「旅行」で特におすすめの場所はありますか？,旅行
8,10,10,1.0, 旅行はどこに行ったことがありますか？,旅行
8,14,7,0.5, カラオケは好きですか？,音楽
8,6,2,0.33, 最近音楽は聞きましたか？,音楽
8,9,3,0.33, カラオケでよくなにをうたうのですか？,音楽
8,22,20,0.91, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,音楽
8,4,1,0.25, カラオケに行くときはお友達と行きますか？,音楽
8,7,4,0.57, おすすめの曲はありますか？,音楽
8,3,2,0.67, カラオケで歌ったりするのですか？,音楽
8,23,17,0.74, なるほど、普段はどこでスイーツを買いますか？,食事
8,24,23,0.96, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,食事
8,17,9,0.53, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,食事
8,10,3,0.3, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,食事
8,30,30,1.0, 甘いものと、からいものどちらがお好きですか？,食事

9,8,6,0.75, そうですね・・ぜひ参考にさせていただきます。,default
9,19,10,0.53, 本当ですか！,default
9,4,2,0.5, そうですね、わかります。,default
9,18,2,0.11, ありがとうございます。,default
9,3,2,0.67, よくご存じですね。,default
9,4,3,0.75, そうですか、なかなかですね。,default
9,10,2,0.2, はい、そうです。,default
9,5,1,0.2, そうですね。,default
9,10,4,0.4, 楽しそうですね！,default
9,2,1,0.5, たのしそうですね。,default
9,16,12,0.75, なるほど、勉強になります・・,default
9,9,5,0.56, すごいですね。,default
9,6,3,0.5, ありがとうございます。参考にさせていただきます。,default
9,7,5,0.71, なるほど、よくご存じですね・・,default
9,5,3,0.6, すごいですね！,default
9,5,2,0.4, なるほど、面白そうですね！,default
9,58,1,0.02, ありがとうございました・・,default
9,47,4,0.09, なるほど。,default
9,57,1,0.02, そうなんですね。,default
9,31,2,0.06, もう少し詳しく教えていただいていいですか。,default
9,1,1,1.0, そうなんですか．,default
9,1,1,1.0, そうなんですね，新しい知識が増えました，今度知りあいにもすすめてみたいと思います！,default
9,2,2,1.0, なるほど、そうなんですね・・,default
9,1,1,1.0, すごい！,default
9,3,3,1.0, いいですね，とても興味深いです！,default
9,10,5,0.5, なるほど、健康的で、ステキですね・・,スポーツ
9,2,1,0.5, なるほど、面白そうですね，機会があればわたしも見てみたいです！,スポーツ
9,5,2,0.4, すごい！面白い体験をされましたね!,旅行
9,20,1,0.05, 貴重な体験談をありがとうございました。,旅行
9,2,1,0.5, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,音楽
9,10,3,0.3, とても楽しそうですね。,音楽
9,2,1,0.5, そうですか。最近はまっている食べ物はありますか・・,食事
9,4,1,0.25, とても美味しそうですね。今度知りあいにもすすめてみようと思います・・,食事
9,8,5,0.62, そうですか、とても美味しそうですね・・,食事
9,8,1,0.12, どこで食べられたんですか・・,食事
