cls,freq,freq_1cls,ratio,agent_utterance
3,2,1,0.5, いいですね，私も使ってみたいです！
3,2,1,0.5, おばあちゃんがよく家で出してくれていたと言っていました。
3,2,1,0.5, そういった番組も面白いですよね。
3,2,1,0.5, そうですか。最近はまっている食べ物はありますか・・
3,4,2,0.5, それでは少し「アニメ・漫画」について話しましょう！
3,2,1,0.5, たのしそうですね。
3,30,16,0.53, きょうは来ていただいてありがとうございます！
3,30,18,0.6, それでは「食べ物」について話しましょう！
3,6,4,0.67, ありがとうございます。参考にさせていただきます。
3,3,2,0.67, そうですか。そのスポーツはテレビで鑑賞はされますか・・
3,3,2,0.67, そうなんですか．それでは一度独自で調べてみたいと思います．
3,6,4,0.67, それでは少し「ゲーム」について話しましょう
3,3,2,0.67, それは大変ですよね。
3,3,2,0.67, わたしも実際に、演奏をきいてみたいものです。
3,9,6,0.67, 貴重な体験談をありがとうございました・・
3,12,9,0.75, それでは少し「映画」について話しましょう
3,4,3,0.75, 貴重な体験をされましたね・・
3,18,14,0.78, ありがとうございます。
3,5,4,0.8, そうですか、貴重な体験談をありがとうございました・・
3,20,16,0.8, 貴重な体験談をありがとうございました。
3,11,9,0.82, それでは少し「ドラマ」の話をしましょう！
3,8,7,0.88, それでは少し「本」について話しましょう
3,18,16,0.89, それでは少し「学校」について話しましょう！
3,10,9,0.9, そうですか，いいものが見つかるといいですね．
3,21,19,0.9, それでは少し「音楽」について話しましょう！
3,30,27,0.9, 次に「お休みの日の過ごし方」についてお話ししましょう！
3,30,29,0.97, これから本番の収録を開始します。
3,1,1,1.0, いい思い出だったようです。
3,1,1,1.0, いぬがたのロボットで、とてもかわいがる人もいるようです。
3,1,1,1.0, これで対話を終了します．ご協力ありがとうございました・・
3,1,1,1.0, そうですか、残念です・・
3,1,1,1.0, そうですか，では一度独自で調べてみますね！
3,1,1,1.0, そうなんですか．私も独自に調べてみますね．
3,28,28,1.0, それでは「旅行」について話しましょう
3,7,7,1.0, それでは少し「スポーツ」について話しましょう！
3,1,1,1.0, ほかにたいへんだったことはありますか・・
3,2,2,1.0, 面白いですよね。
4,10,2,0.2, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
4,3,1,0.33, 自動でカーテンをあけしめしてくれたり、ルンバで掃除を済ませてくれたりするそうです。
4,28,10,0.36, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？
4,2,1,0.5, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！
4,8,7,0.88, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？
4,28,26,0.93, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・
4,19,19,1.0, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！
4,1,1,1.0, そうなんですね，新しい知識が増えました，今度知りあいにもすすめてみたいと思います！
4,30,30,1.0, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。
4,4,4,1.0, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・
4,6,6,1.0, 子供から大人まで最近はスイッチというゲーム機でゲームをするのが流行っているみたいですね。
4,2,2,1.0, 散歩とかエサの心配とかしなくていいので、居てくれるだけで、「安心する」という人もいるようです。
4,8,8,1.0, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・
4,4,4,1.0, 私の知りあいは、本当は映画館でみたいそうですが、いつもテレビの放送ですませてしまうと言っていました・・
4,5,5,1.0, 私の知りあいはマリオテニスを試してみたそうです！あんがい体も動かせて楽しかったと言っていました。よろしければ、今度ためしてみてください！	
5,30,1,0.03, きょうはここまでなにで来られましたか？乗り物は乗りましたか？
5,25,1,0.04, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？
5,22,1,0.05, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？
5,15,1,0.07, 「エスエヌエス」を利用していてハプニングにあったことはありますか？
5,30,2,0.07, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？
5,29,2,0.07, 休日は家で過ごすほうが多いですか？外出することが多いですか？
5,10,1,0.1, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？
5,9,1,0.11, カラオケでよくなにをうたうのですか？
5,9,1,0.11, 具体的には何ですか？
5,8,1,0.12, 「エスエヌエス」を利用して、何か面白かったことはありますか・・
5,15,2,0.13, オリンピックは今までに見たことはありますか？
5,13,2,0.15, おすすめの便利なきのうとかはありますか？
5,19,3,0.16, 具体的にはどういったものですか？
5,6,1,0.17, そのほかにおすすめのものはありますか？
5,12,2,0.17, それは「最近」食べられたんですか？
5,6,1,0.17, 最近本は読みましたか？
5,16,3,0.19, 日本で開催されるオリンピックを、見にいく予定はありますか？
5,5,1,0.2, そうですか。そのスポーツはテレビでの観戦はなされるんですか？
5,10,2,0.2, それは一体どういった内容なんですか？
5,5,1,0.2, たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・
5,20,4,0.2, なるほど、その中でもおすすめのスイーツはありますか？
5,10,2,0.2, 使い心地はどうですか？
5,20,4,0.2, 具体的に教えてもらっていいですか？
5,5,1,0.2, 学生時代、たいへんだった体験はありますか？
5,5,1,0.2, 最近ハマっているゲームはありますか？
5,9,2,0.22, 学生時代、一番楽しかった学年はありますか？
5,17,4,0.24, 具体的にどういったものを買いますか？
5,4,1,0.25, いつもはどんなジャンルのゲームをするんですか？
5,4,1,0.25, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？
5,15,4,0.27, 「温泉」などリフレッシュするためにいきますか？
5,7,2,0.29, おすすめの曲はありますか？
5,7,2,0.29, どんなところに行きますか？和食ですか洋食ですか？
5,10,3,0.3, その歌手のどういうところが好きなんですか？
5,13,4,0.31, さいきんドラマは見ましたか？
5,16,5,0.31, 健康のため、とか、リフレッシュするため、とかですか？
5,3,1,0.33, その本のどういったところが好きなんですか？
5,3,1,0.33, では、やったことのあるゲームの中で、もう一度やりたいものはありますか？
5,3,1,0.33, どういったところが好きなんですか？
5,3,1,0.33, よく読むんですか。いいですね。おすすめの作者や本はありますか？
5,6,2,0.33, コンサートとかには行きますか？
5,15,5,0.33, 具体的になんのために利用していますか？
5,3,1,0.33, 最近、学校にはいきましたか？
5,6,2,0.33, 最近音楽は聞きましたか？
5,14,5,0.36, カラオケは好きですか？
5,16,6,0.38, ほかには何か面白いことはありましたか？
5,23,9,0.39, さいきん旅行には行きましたか？
5,15,6,0.4, からい食べものとはどんな食べものが好きですか？
5,5,2,0.4, なにかおすすめのスポーツ観戦はありますか？
5,5,2,0.4, 洋画が好きなんですか，おすすめの洋画ってありますか？
5,7,3,0.43, そのきょくのどういうところが好きなんですか？
5,14,6,0.43, その時、どんなことをしたのですか？
5,9,4,0.44, スポーツはするほうが好きですか？それとも見るほうが好きですか？
5,11,5,0.45, 最近見た映画はありますか？
5,4,2,0.5, 「映画館」か「テレビ」かどちらでよく映画をみますか？
5,2,1,0.5, おすすめの漫画ってありますか？
5,16,8,0.5, そのほか健康のために、気をつけていることはありますか？
5,6,3,0.5, スポーツをする目的は何ですか？
5,8,4,0.5, 今までの体験の中で、そのほか、楽しかったことはありますか？
5,4,2,0.5, 健康番組、とかトーク番組とか見られますか？
5,2,1,0.5, 最近映画は見ましたか？
5,8,4,0.5, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？
5,21,11,0.52, ショッピングで「アマゾン」などはよく利用しますか？
5,11,6,0.55, 旅行に行くときはなにか目的はありますか？
5,9,5,0.56, お友達とランチに行ったりしますか？
5,7,4,0.57, ほかにエピソードはありますか？
5,5,3,0.6, そのドラマのどういったところが好きなんですか？
5,5,3,0.6, それのどういったところが好きなんですか？
5,5,3,0.6, ゲームはよくする方なんですか？
5,23,14,0.61, その旅先で何が一番楽しかったですか？
5,13,8,0.62, 具体的には教えてもらえますか？
5,23,15,0.65, 今までいった「旅行」で特におすすめの場所はありますか？
5,3,2,0.67, おすすめの映画ってありますか？
5,3,2,0.67, 好きなスポーツはなんですか？
5,30,20,0.67, 甘いものと、からいものどちらがお好きですか？
5,3,2,0.67, 邦画が好きなんですか，おすすめの邦画ってありますか？
5,4,3,0.75, では，もう一度見たい映画はありますか？
5,4,3,0.75, 映画では洋画，邦画，それ以外のどれが好きですか？
5,10,8,0.8, 旅行はどこに行ったことがありますか？
5,4,4,1.0, そのゲームのどんなところが好きなんですか？
5,1,1,1.0, その作曲者のどういうところが好きなんですか？
5,1,1,1.0, 最近アニメや漫画をよく見ますか？
5,2,2,1.0, 見たことのあるものの中で一番好きなものはなんですか？
5,1,1,1.0, 見るのが好きなんですね．最近はどこで見たんですか？
6,23,1,0.04, なるほど、普段はどこでスイーツを買いますか？
6,23,1,0.04, 今までいった「旅行」で特におすすめの場所はありますか？
6,23,1,0.04, 時間はどのくらいかかりましたか？
6,19,1,0.05, 具体的にはどういったものですか？
6,22,1,0.05, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？
6,16,1,0.06, そのほか健康のために、気をつけていることはありますか？
6,16,1,0.06, 健康のため、とか、リフレッシュするため、とかですか？
6,14,1,0.07, その時、どんなことをしたのですか？
6,28,2,0.07, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？
6,12,1,0.08, それは「最近」食べられたんですか？
6,10,1,0.1, それは一体どういった内容なんですか？
6,20,2,0.1, なるほど、その中でもおすすめのスイーツはありますか？
6,10,1,0.1, 使い心地はどうですか？
6,9,1,0.11, お友達とランチに行ったりしますか？
6,9,1,0.11, そのドラマはどんな内容なんですか？
6,9,1,0.11, カラオケでよくなにをうたうのですか？
6,8,1,0.12, 「エスエヌエス」を利用して、何か面白かったことはありますか・・
6,8,1,0.12, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。
6,15,2,0.13, からい食べものとはどんな食べものが好きですか？
6,7,1,0.14, そのきょくのどういうところが好きなんですか？
6,7,1,0.14, どんなところに行きますか？和食ですか洋食ですか？
6,20,3,0.15, 具体的に教えてもらっていいですか？
6,6,1,0.17, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？
6,6,1,0.17, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？
6,5,1,0.2, すみません。なにか言いかけましたか？
6,5,1,0.2, そのドラマのどういったところが好きなんですか？
6,5,1,0.2, なにかおすすめのスポーツ観戦はありますか？
6,15,3,0.2, 具体的になんのために利用していますか？
6,14,3,0.21, カラオケは好きですか？
6,9,2,0.22, スポーツはするほうが好きですか？それとも見るほうが好きですか？
6,13,3,0.23, さいきんドラマは見ましたか？
6,17,4,0.24, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？
6,21,5,0.24, ショッピングで「アマゾン」などはよく利用しますか？
6,4,1,0.25, そうですか。テレビでの観戦はなされるんですか？
6,16,4,0.25, ほかには何か面白いことはありましたか？
6,4,1,0.25, カラオケに行くときはお友達と行きますか？
6,4,1,0.25, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？
6,8,2,0.25, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？
6,30,8,0.27, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？
6,15,4,0.27, オリンピックは今までに見たことはありますか？
6,11,3,0.27, 旅行に行くときはなにか目的はありますか？
6,7,2,0.29, 競技はなにをご覧になりますか？
6,7,2,0.29, 運動会や、学芸会などのイベントで面白かった体験はありますか？
6,23,7,0.3, さいきん旅行には行きましたか？
6,10,3,0.3, その歌手のどういうところが好きなんですか？
6,15,5,0.33, 「温泉」などリフレッシュするためにいきますか？
6,6,2,0.33, そのほかにおすすめのものはありますか？
6,3,1,0.33, では，最近どんな映画を見られたんですか？
6,3,1,0.33, ほかにたいへんだったことはありますか？
6,3,1,0.33, よく読むんですか。いいですね。おすすめの作者や本はありますか？
6,3,1,0.33, カラオケで歌ったりするのですか？
6,9,3,0.33, 学生時代、一番楽しかった学年はありますか？
6,6,2,0.33, 最近本は読みましたか？
6,6,2,0.33, 最近音楽は聞きましたか？
6,3,1,0.33, 自動でカーテンをあけしめしてくれたり、ルンバで掃除を済ませてくれたりするそうです。
6,3,1,0.33, 邦画が好きなんですか，おすすめの邦画ってありますか？
6,8,3,0.38, 今までの体験の中で、そのほか、楽しかったことはありますか？
6,25,10,0.4, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？
6,5,2,0.4, そうですか。そのスポーツはテレビでの観戦はなされるんですか？
6,5,2,0.4, ゲームはよくする方なんですか？
6,5,2,0.4, ドラマはよく見る方ですか？
6,5,2,0.4, 学生時代、たいへんだった体験はありますか？
6,5,2,0.4, 最近ハマっているゲームはありますか？
6,5,2,0.4, 洋画が好きなんですか，おすすめの洋画ってありますか？
6,7,3,0.43, おすすめの曲はありますか？
6,11,5,0.45, 最近見た映画はありますか？
6,2,1,0.5, あまり見ないんですね。では、今までに見た中で一番好きなドラマはありますか？
6,2,1,0.5, あまり読まないんですね。では今までに読んだ中で一番好きな本はありますか？
6,2,1,0.5, おすすめの漫画ってありますか？
6,2,1,0.5, そのほかで、おすすめのものはありますか？あったら教えてください．
6,2,1,0.5, それはどんな内容なんですか？
6,6,3,0.5, コンサートとかには行きますか？
6,2,1,0.5, 人工知能を搭載した、アイボのようなロボットに興味はありますか？
6,4,2,0.5, 健康番組、とかトーク番組とか見られますか？
6,2,1,0.5, 携帯ゲームかテレビゲームならどちらをしますか？
6,16,9,0.56, 日本で開催されるオリンピックを、見にいく予定はありますか？
6,7,4,0.57, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？
6,7,4,0.57, 最近スポーツはしましたか？
6,10,6,0.6, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？
6,13,8,0.62, おすすめの便利なきのうとかはありますか？
6,3,2,0.67, これは「おすすめ」というものはありますか？
6,3,2,0.67, では、やったことのあるゲームの中で、もう一度やりたいものはありますか？
6,6,4,0.67, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？
6,3,2,0.67, 最近、学校にはいきましたか？
6,15,12,0.8, 「エスエヌエス」を利用していてハプニングにあったことはありますか？
6,1,1,1.0, おすすめのアニメってありますか？
6,2,2,1.0, がっきを演奏するのですか？
6,1,1,1.0, それはどんな「内容」なんですか？
6,1,1,1.0, それはなんていう作品なんですか？
6,1,1,1.0, では，今までで一番おすすめのドラマは何ですか？
6,1,1,1.0, 好きなゲームやおすすめのゲームってありますか？
6,4,4,1.0, 楽器を演奏するのですか？
7,9,1,0.11, スポーツはするほうが好きですか？それとも見るほうが好きですか？
7,8,1,0.12, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？
7,16,3,0.19, 日本で開催されるオリンピックを、見にいく予定はありますか？
7,5,1,0.2, そうですか。そのスポーツはテレビでの観戦はなされるんですか？
7,8,2,0.25, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？
7,23,6,0.26, 今までいった「旅行」で特におすすめの場所はありますか？
7,10,3,0.3, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？
7,3,1,0.33, よく読むんですか。いいですね。おすすめの作者や本はありますか？
7,6,2,0.33, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？
7,7,3,0.43, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？
7,2,1,0.5, あまり見ないんですね。では、今までに見た中で一番好きなドラマはありますか？
7,2,1,0.5, あまり読まないんですね。では今までに読んだ中で一番好きな本はありますか？
