name,lenS,label,名詞,agent_utterance,UI3average,UI3average_diff,u_utte_len_after,u_utte_len_before,num_noun_after,num_noun_before,cls
1902F4001_016,44.0,50,5, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,50,10,55.22,10.69,5,0,qs_s_x
1902F4002_011,44.0,54,4, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,54,4,57.145,20.735,4,0,qs_s_x
1902F4004_009,44.0,64,3, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,64,8,31.785,20.32,3,2,qs_s_x
1902F4005_011,44.0,52,3, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,52,2,63.834999999999994,23.705,3,2,qs_s_x
1902F4007_011,44.0,56,8, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,56,8,91.815,48.575,8,6,qs_s_x
1902F4008_011,44.0,48,3, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,48,4,71.375,56.415,3,4,qs_s_x
1902F4009_011,44.0,52,2, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,52,2,26.515,21.225,2,2,qs_s_x
1902F4010_010,44.0,54,4, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,54,2,48.324999999999996,29.18,4,3,qs_s_x
1902F4011_009,44.0,56,5, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,56,2,42.01,29.759999999999998,5,2,qs_s_x
1902F6001_011,44.0,58,4, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,58,4,42.405,46.364999999999995,4,0,qs_s_x
1902F7001_010,44.0,50,1, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,50,0,41.795,26.13,1,2,qs_s_x
1902F7002_009,44.0,56,1, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,56,6,42.86,34.215,1,1,qs_s_x
1902F7003_010,44.0,52,7, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,52,-2,74.705,22.480000000000004,7,1,qs_s_x
1902M2001_010,44.0,56,3, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,56,6,57.82,40.67,3,2,qs_s_x
1902M3001_011,44.0,60,12, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,60,10,63.335,33.4,12,3,qs_s_x
1902M4001_012,44.0,60,3, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,60,6,26.404999999999998,22.875,3,3,qs_s_x
1902M4003_010,44.0,50,1, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,50,0,36.405,35.54,1,3,qs_s_x
1902M5001_010,44.0,58,6, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,58,10,96.38999999999999,25.830000000000002,6,2,qs_s_x
1902M7001_011,44.0,50,2, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,50,2,61.055,35.25,2,2,qs_s_x
1902M7002_009,44.0,48,0, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,48,-2,40.605000000000004,32.715,0,2,qs_s_x
1902F2001_013,19.0,46,0, そうですか、とても美味しそうですね・・,46,-10,14.2,27.475,0,1,re_s_x
1902F2002_013,19.0,40,0, そうですか、とても美味しそうですね・・,40,-12,24.28,55.05499999999999,0,5,re_s_x
1902F4009_019,19.0,42,0, そうですか、とても美味しそうですね・・,42,-10,5.4,62.65,0,5,re_s_x
1902F4010_016,19.0,52,1, そうですか、とても美味しそうですね・・,52,-2,23.4,68.575,1,5,re_s_x
1902F4011_010,19.0,48,0, そうですか、とても美味しそうですね・・,48,-8,23.69,42.01,0,5,re_s_x
1902F6001_023,19.0,38,0, そうですか、とても美味しそうですね・・,38,-14,28.565,43.89,0,2,re_s_x
1902M4003_017,19.0,56,0, そうですか、とても美味しそうですね・・,56,6,25.259999999999998,31.03,0,2,re_s_x
1902M5003_010,19.0,44,0, そうですか、とても美味しそうですね・・,44,-6,26.415000000000003,56.28,0,6,re_s_x
1902F2001_014,20.0,44,1, なるほど、普段はどこでスイーツを買いますか？,44,-2,37.69,14.2,1,0,qs_s_x
1902F2002_011,20.0,54,7, なるほど、普段はどこでスイーツを買いますか？,54,0,53.53,41.41,7,1,qs_s_x
1902F3001_010,20.0,42,4, なるほど、普段はどこでスイーツを買いますか？,42,-14,65.6,45.575,4,6,qs_s_x
1902F3002_010,20.0,50,2, なるほど、普段はどこでスイーツを買いますか？,50,-12,47.12,26.855000000000004,2,0,qs_s_x
1902F4001_017,20.0,54,7, なるほど、普段はどこでスイーツを買いますか？,54,4,61.725,55.22,7,5,qs_s_x
1902F4002_012,20.0,52,3, なるほど、普段はどこでスイーツを買いますか？,52,-2,61.015,57.145,3,4,qs_s_x
1902F4004_010,20.0,56,0, なるほど、普段はどこでスイーツを買いますか？,56,-8,39.735,31.785,0,3,qs_s_x
1902F4005_012,20.0,50,2, なるほど、普段はどこでスイーツを買いますか？,50,-2,43.69,63.834999999999994,2,3,qs_s_x
1902F4007_013,20.0,48,4, なるほど、普段はどこでスイーツを買いますか？,48,0,91.92,11.315,4,0,qs_s_x
1902F4008_012,20.0,48,3, なるほど、普段はどこでスイーツを買いますか？,48,0,46.52,71.375,3,3,qs_s_x
1902F4009_012,20.0,50,2, なるほど、普段はどこでスイーツを買いますか？,50,-2,42.519999999999996,26.515,2,2,qs_s_x
1902F4010_011,20.0,54,4, なるほど、普段はどこでスイーツを買いますか？,54,0,55.66,48.324999999999996,4,4,qs_s_x
1902F4011_011,20.0,50,1, なるほど、普段はどこでスイーツを買いますか？,50,2,44.160000000000004,23.69,1,0,qs_s_x
1902F7001_013,20.0,44,2, なるほど、普段はどこでスイーツを買いますか？,44,10,38.55,43.875,2,0,qs_s_x
1902F7002_010,20.0,52,2, なるほど、普段はどこでスイーツを買いますか？,52,-4,41.54,42.86,2,1,qs_s_x
1902F7003_011,20.0,50,3, なるほど、普段はどこでスイーツを買いますか？,50,-2,72.87,74.705,3,7,qs_s_x
1902M2001_012,20.0,44,4, なるほど、普段はどこでスイーツを買いますか？,44,8,86.545,16.37,4,0,qs_s_x
1902M3001_013,20.0,52,2, なるほど、普段はどこでスイーツを買いますか？,52,-6,42.805,67.45,2,10,qs_s_x
1902M4001_013,20.0,56,8, なるほど、普段はどこでスイーツを買いますか？,56,-4,44.394999999999996,26.404999999999998,8,3,qs_s_x
1902M4003_011,20.0,52,4, なるほど、普段はどこでスイーツを買いますか？,52,2,49.675000000000004,36.405,4,1,qs_s_x
1902M5001_011,20.0,46,1, なるほど、普段はどこでスイーツを買いますか？,46,-12,34.48,96.38999999999999,1,6,qs_s_x
1902M7001_013,20.0,40,2, なるほど、普段はどこでスイーツを買いますか？,40,2,50.599999999999994,22.675,2,0,qs_s_x
1902M7002_010,20.0,48,1, なるほど、普段はどこでスイーツを買いますか？,48,0,52.644999999999996,40.605000000000004,1,0,qs_s_x
1902F2001_015,45.0,58,0, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,58,14,36.51,37.69,0,1,qs_s_x
1902F3002_011,45.0,60,3, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,60,10,37.855,47.12,3,2,qs_s_x
1902F4001_018,45.0,58,3, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,58,4,72.205,61.725,3,7,qs_s_x
1902F4004_013,45.0,54,4, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,54,12,46.31999999999999,15.489999999999998,4,0,qs_s_x
1902F4005_016,45.0,56,3, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,56,10,39.51,12.515,3,0,qs_s_x
1902F4007_014,45.0,52,6, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,52,4,61.254999999999995,91.92,6,4,qs_s_x
1902F4009_016,45.0,50,3, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,50,10,29.3,28.730000000000004,3,0,qs_s_x
1902F4010_013,45.0,54,3, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,54,10,42.480000000000004,14.1,3,0,qs_s_x
1902F4011_012,45.0,62,7, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,62,12,57.220000000000006,44.160000000000004,7,1,qs_s_x
1902F6001_012,45.0,38,2, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,38,-20,39.68,42.405,2,4,qs_s_x
1902F7001_012,45.0,34,0, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,34,-8,43.875,23.435000000000002,0,0,qs_s_x
1902F7002_011,45.0,50,2, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,50,-2,52.805,41.54,2,2,qs_s_x
1902M3001_014,45.0,48,4, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,48,-4,52.64,42.805,4,2,qs_s_x
1902M4001_015,45.0,50,6, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,50,0,43.404999999999994,55.410000000000004,6,7,qs_s_x
1902M4003_013,45.0,38,0, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,38,-6,3.3550000000000004,48.16499999999999,0,2,qs_s_x
1902M5001_012,45.0,44,1, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,44,-2,32.835,34.48,1,1,qs_s_x
1902M7001_015,45.0,28,3, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,28,-8,43.69500000000001,85.175,3,3,qs_s_x
1902F2001_016,18.0,48,2, 具体的にはどういったものですか？,48,-10,49.95,36.51,2,0,qs_d_o
1902F2001_066,18.0,46,6, 具体的にはどういったものですか？,46,2,102.32,53.19499999999999,6,4,qs_d_o
1902F2002_047,18.0,54,5, 具体的にはどういったものですか？,54,10,105.02499999999999,15.629999999999999,5,0,qs_d_o
1902F3001_057,18.0,52,14, 具体的にはどういったものですか？,52,6,105.46,69.075,14,3,qs_d_o
1902F4005_013,18.0,50,4, 具体的にはどういったものですか？,50,0,60.59,43.69,4,2,qs_d_o
1902F4006_050,18.0,30,1, 具体的にはどういったものですか？,30,-8,28.1,39.37,1,1,qs_d_o
1902F4006_056,18.0,46,7, 具体的にはどういったものですか？,46,6,41.615,16.425,7,0,qs_d_o
1902F4007_015,18.0,56,14, 具体的にはどういったものですか？,56,4,135.84,61.254999999999995,14,6,qs_d_o
1902F4009_017,18.0,48,2, 具体的にはどういったものですか？,48,-2,68.37,29.3,2,3,qs_d_o
1902F4010_014,18.0,56,8, 具体的にはどういったものですか？,56,2,80.36,42.480000000000004,8,3,qs_d_o
1902F4011_013,18.0,50,7, 具体的にはどういったものですか？,50,-12,89.5,57.220000000000006,7,7,qs_d_o
1902F6002_072,18.0,48,13, 具体的にはどういったものですか？,48,6,154.26,63.815,13,3,qs_d_o
1902F7001_023,18.0,44,4, 具体的にはどういったものですか？,44,6,67.07499999999999,36.75,4,0,qs_d_o
1902M2001_042,18.0,62,2, 具体的にはどういったものですか？,62,6,31.505000000000003,31.215000000000003,2,1,qs_d_o
1902M3001_069,18.0,64,16, 具体的にはどういったものですか？,64,6,91.03999999999999,54.815,16,4,qs_d_o
1902M5002_018,18.0,54,2, 具体的にはどういったものですか？,54,2,48.67,48.215,2,3,qs_d_o
1902M7001_034,18.0,44,2, 具体的にはどういったものですか？,44,12,60.38,63.8,2,0,qs_d_o
1902M7001_080,18.0,50,3, 具体的にはどういったものですか？,50,0,95.07999999999998,61.574999999999996,3,2,qs_d_o
1902M7002_029,18.0,48,6, 具体的にはどういったものですか？,48,-2,83.03,48.78999999999999,6,2,qs_d_o
1902F2001_017,24.0,48,1, なるほど、その中でもおすすめのスイーツはありますか？,48,0,43.535000000000004,49.95,1,2,qs_s_o
1902F2002_012,24.0,52,5, なるほど、その中でもおすすめのスイーツはありますか？,52,-2,55.05499999999999,53.53,5,7,qs_s_o
1902F3001_012,24.0,60,6, なるほど、その中でもおすすめのスイーツはありますか？,60,12,57.68,70.83,6,0,qs_s_o
1902F3002_012,24.0,60,6, なるほど、その中でもおすすめのスイーツはありますか？,60,0,42.97,37.855,6,3,qs_s_o
1902F4002_013,24.0,52,5, なるほど、その中でもおすすめのスイーツはありますか？,52,0,58.945,61.015,5,3,qs_s_o
1902F4004_011,24.0,46,3, なるほど、その中でもおすすめのスイーツはありますか？,46,-10,66.275,39.735,3,0,qs_s_o
1902F4005_014,24.0,54,3, なるほど、その中でもおすすめのスイーツはありますか？,54,4,41.485,60.59,3,4,qs_s_o
1902F4008_013,24.0,60,3, なるほど、その中でもおすすめのスイーツはありますか？,60,12,95.3,46.52,3,3,qs_s_o
1902F4009_013,24.0,54,1, なるほど、その中でもおすすめのスイーツはありますか？,54,4,42.625,42.519999999999996,1,2,qs_s_o
1902F4009_018,24.0,52,5, なるほど、その中でもおすすめのスイーツはありますか？,52,4,62.65,68.37,5,2,qs_s_o
1902F4010_015,24.0,54,5, なるほど、その中でもおすすめのスイーツはありますか？,54,-2,68.575,80.36,5,8,qs_s_o
1902F4011_014,24.0,60,8, なるほど、その中でもおすすめのスイーツはありますか？,60,10,122.95500000000001,89.5,8,7,qs_s_o
1902F7001_014,24.0,30,0, なるほど、その中でもおすすめのスイーツはありますか？,30,-14,43.404999999999994,38.55,0,2,qs_s_o
1902F7003_012,24.0,60,2, なるほど、その中でもおすすめのスイーツはありますか？,60,10,47.765,72.87,2,3,qs_s_o
1902M2001_013,24.0,42,7, なるほど、その中でもおすすめのスイーツはありますか？,42,-2,89.32000000000001,86.545,7,4,qs_s_o
1902M3001_012,24.0,58,10, なるほど、その中でもおすすめのスイーツはありますか？,58,-2,67.45,63.335,10,12,qs_s_o
1902M4001_014,24.0,50,7, なるほど、その中でもおすすめのスイーツはありますか？,50,-6,55.410000000000004,44.394999999999996,7,8,qs_s_o
1902M4003_012,24.0,44,2, なるほど、その中でもおすすめのスイーツはありますか？,44,-8,48.16499999999999,49.675000000000004,2,4,qs_s_o
1902M7001_014,24.0,36,3, なるほど、その中でもおすすめのスイーツはありますか？,36,-4,85.175,50.599999999999994,3,2,qs_s_o
1902M7002_011,24.0,44,3, なるほど、その中でもおすすめのスイーツはありますか？,44,-4,60.305,52.644999999999996,3,1,qs_s_o
1902F2001_018,13.0,40,0, なるほど、そうなんですね。,40,-8,18.745,43.535000000000004,0,1,re_d_x
1902F2001_028,13.0,40,0, なるほど、そうなんですね。,40,-18,7.385000000000001,44.18,0,5,re_d_x
1902F2001_037,13.0,36,0, なるほど、そうなんですね。,36,4,6.390000000000001,26.985,0,0,re_d_x
1902F2001_055,13.0,38,0, なるほど、そうなんですね。,38,-10,9.785,26.080000000000002,0,1,re_d_x
