agent_utterance,UI3average,UI3average_diff,lenS,lenS_diff,questionmark,sim1,sim2,sim3,0,1,2,3,4,5,6,7,cls,io,na,oa,op,pa,qw,qy,su
 なるほど、そうなんですね。,4.0,-1.7999999999999998,13.0,-5.0,0,-0.020390453979472627,-0.05910283577151713,0.49698513734207206,-0.6678062880972329,-1.9768933069868133,-0.8722227461290543,-0.2634678513665386,-0.9462240507213308,-0.73750104525811,-0.8654093838575432,1.9812197266304377,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 そのほか健康のために、気をつけていることはありますか？,5.6,1.5999999999999996,29.0,16.0,1,-0.05514172208240081,-0.015044769437848509,0.17724703291545124,1.3005066323295378,1.7565696853914081,0.30987879468142515,0.8569156390063007,1.0568321522135,-0.8850764921930624,-0.655435045440033,0.3677594754036661,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 なるほど、健康的で、ステキですね・・,4.6,-1.0,21.0,-8.0,0,0.17724703291545124,-0.05910283577151713,0.3074099270190593,0.07031105706280591,-1.098431426427232,-0.2811719757238145,-0.4235226357055156,-0.9462240507213308,0.1017903547918803,-0.8654093838575432,1.0245865876974043,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,5.0,0.4000000000000004,39.0,18.0,1,-0.036939861860073774,0.01945875374510227,0.014586933077506109,0.5623892871694991,0.43887686455203656,1.048692257687975,0.9636188285656188,1.0568321522135,-0.8077800997448368,-0.4909962705163841,-0.45305481577923973,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！,4.4,-0.5999999999999996,60.0,21.0,0,0.8151348677681294,-0.03284688466602972,-0.024981475520227538,-0.1757280579905396,-0.6592004861474406,2.6002005300017292,1.1236736129045959,-0.9462240507213308,2.810657900112362,-0.7402773383169019,-0.6527246505373753,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 オリンピックは今までに見たことはありますか？,5.4,1.0,23.0,-37.0,1,0.260540525731492,0.29815486719902234,-0.10268125247970222,1.0544675172761924,1.0977232749717223,-0.1334092831225046,-1.970718884315627,1.0568321522135,0.45550620748229503,0.8372288857769317,-1.044812737373673,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 具体的に教えてもらっていいですか？,5.4,0.0,20.0,-3.0,1,-0.030895542483646864,-0.041014694506875726,-0.02132324741283517,1.0544675172761924,-0.00035407572775476577,-0.3550533220244695,-0.15676466180722057,1.0568321522135,-0.7821121692753115,-0.7792039324770516,-0.6342645247047575,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 なるほど、よくご存じですね・・,4.0,-1.4000000000000004,16.0,-4.0,0,0.0,0.0,0.0,-0.6678062880972329,-1.537662366707023,-0.6505787072270893,-0.21011625658687957,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 そうですか。そのスポーツはテレビで鑑賞はされますか・・,3.2,-0.7999999999999998,30.0,14.0,0,0.0,0.010126278630894834,0.2269348215847236,-1.651962748310618,-0.8788159562873363,0.38376014098208017,0.7502124494469827,-0.9462240507213308,-0.6509105257318976,-0.5354734900353465,0.6184936571584265,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 なるほど、そうなんですね。,3.6,0.3999999999999999,13.0,-17.0,0,0.1278673977365773,0.0,-0.05372294050026108,-1.1598845182039255,0.438876864552036,-0.8722227461290543,-0.9036869887224467,-0.9462240507213308,-0.10790621540013483,-0.5837338617014687,-0.7977596359372869,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 日本で開催されるオリンピックを、見にいく予定はありますか？,5.8,2.2,34.0,21.0,1,0.06765290561368921,0.5421172889663651,0.0,1.5465457473828845,2.415416095811095,0.6792855261847,1.1236736129045959,1.0568321522135,-0.3636143110206113,1.999918317523174,-0.5266632984155732,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 そうですね、わかります。,4.2,-1.5999999999999996,12.0,-22.0,0,0.0,0.0,0.0,-0.4217671730438862,-1.7572778368469177,-0.9461040924297093,-1.1704449626207418,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 なにかおすすめのスポーツ観戦はありますか？,4.8,0.5999999999999996,23.0,11.0,1,0.0,0.3759537705001853,-0.0692932764579229,0.3163501721161525,0.658492334691931,-0.1334092831225046,0.5901576651080057,1.0568321522135,-0.6509105257318976,1.2080071475043637,-0.8763305595092058,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 すみません，その質問にはお答えできかねます．,3.4,-1.4,25.0,2.0,0,0.09390222552412199,0.0,0.052516777034219406,-1.405923633257272,-1.5376623667070226,0.014353409478805312,0.10999331209107452,-0.9462240507213308,-0.2521434114250293,-0.5837338617014687,-0.261653494785183,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 そうなんですか．それでは一度独自で調べてみたいと思います．,2.8,-0.6000000000000001,33.0,8.0,0,0.007996665623453853,-0.04256327462443369,0.0,-2.144040978417311,-0.6592004861474412,0.605404179884045,0.43010288076902864,-0.9462240507213308,-0.616951721699905,-0.7865842401648235,-0.5266632984155732,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,4.8,2.0,48.0,15.0,1,0.11801748533265878,0.2850382632905218,0.06666225438962832,0.3163501721161525,2.1958006256711995,1.7136243743938695,0.8035640442266417,1.0568321522135,-0.14973505517004015,0.7747170586097178,-0.1902726830157852,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 それでは少し「映画」について話しましょう,4.2,-0.5999999999999996,23.0,-25.0,0,0.0,0.0,0.0,-0.4217671730438862,-0.6592004861474406,-0.1334092831225046,-1.3304997469597188,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
 最近見た映画はありますか？,5.6,1.3999999999999997,16.0,-7.0,1,0.0,0.3342538286454184,0.1179522225964705,1.3005066323295378,1.5369542152515128,-0.6505787072270893,-0.3701710409258566,1.0568321522135,-0.6509105257318976,1.009271287498811,0.06854640624111201,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 映画では洋画，邦画，それ以外のどれが好きですか？,5.2,-0.39999999999999947,28.0,12.0,1,0.2398639790347071,0.0,0.0868168859236972,0.8084284022228457,-0.439585016007545,0.23599744838077022,0.6435092598876647,1.0568321522135,0.3677007607627167,-0.5837338617014687,-0.08856851823799985,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 洋画が好きなんですか，おすすめの洋画ってありますか？,6.2,1.0,28.0,0.0,1,0.0838780685020369,0.3312141314525072,0.0,2.0386239774895776,1.0977232749717223,0.23599744838077022,0.003290122531756481,1.0568321522135,-0.29471220195948744,0.9947845326276981,-0.5266632984155732,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 それは一体どういった内容なんですか？,6.0,-0.20000000000000015,22.0,-6.0,1,0.7780531769337398,0.37125660119758397,0.15898172419504408,1.792584862436231,-0.21996954586765036,-0.2072906294231596,-0.3168194461461976,1.0568321522135,2.653186032272015,1.1856211215430963,0.2755891985778521,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 それのどういったところが好きなんですか？,6.2,0.20000000000000015,20.0,-2.0,1,1.0000000000000002,0.7780531769337398,0.37125660119758397,2.0386239774895776,0.21926139441214082,-0.3550533220244695,-0.10341306702756155,1.0568321522135,3.5957099572345195,3.1243544561795615,1.346769241356433,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 なるほど、それは面白そうですね！私も観てみたいです！,4.2,-2.0,30.0,10.0,0,0.2650702335656386,0.2650702335656386,0.04947203452778758,-0.4217671730438862,-2.196508777126709,0.38376014098208017,0.5368060703283466,-0.9462240507213308,0.4747421575526353,0.679552332150094,-0.2770178537443941,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
 では，もう一度見たい映画はありますか？,5.0,0.7999999999999998,21.0,-9.0,1,0.1673067673951208,0.16276485367786794,0.16276485367786794,0.5623892871694991,0.8781078048318267,-0.2811719757238145,-0.47687423048517463,1.0568321522135,0.059577819627120186,0.19197976607787826,0.29467960088297124,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 もう少し詳しく教えていただいていいですか。,5.2,0.20000000000000015,24.0,3.0,0,0.1930143828998026,0.21119731335493536,0.08019638192434203,0.8084284022228457,0.21926139441214082,-0.059527936821849654,0.16334490687073352,-0.9462240507213308,0.168748306197527,0.4228018271644203,-0.12197686055992324,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 すごいですね。,3.8,-1.4000000000000004,7.0,-17.0,0,0.0,0.0,0.0,-0.9138454031505794,-1.537662366707023,-1.315510823932984,-0.9036869887224467,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
 「映画館」か「テレビ」かどちらでよく映画をみますか？,4.8,1.0,29.0,22.0,1,0.0,0.23078976289935105,0.08943335369073244,0.3163501721161525,1.0977232749717223,0.30987879468142515,1.177025207684255,1.0568321522135,-0.6509105257318976,0.5161765930906166,-0.07536531636033231,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 なるほど、そうなんですね。,3.8,-1.0,13.0,-16.0,0,0.06618256956344812,0.0,0.07691849221329626,-0.9138454031505794,-1.098431426427232,-0.8722227461290543,-0.8503353939427877,-0.9462240507213308,-0.36985827020840906,-0.5837338617014687,-0.1385177253597623,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 ありがとうございました・・,3.8,0.0,13.0,0.0,0,0.0,0.0,0.0,-0.9138454031505794,-0.00035407572775476577,-0.8722227461290543,0.003290122531756481,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 それでは少し「音楽」について話しましょう！,4.0,0.20000000000000015,25.0,12.0,0,0.0,0.0,0.0,-0.6678062880972329,0.21926139441214082,0.014353409478805312,0.6435092598876647,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,4.8,0.7999999999999998,38.0,13.0,1,0.0,0.0,-0.04871640139451869,0.3163501721161525,0.8781078048318267,0.9748109113873199,0.6968608546673237,1.0568321522135,-0.6509105257318976,-0.5837338617014687,-0.7724956723011304,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,5.4,0.6000000000000005,33.0,-5.0,1,0.11695186460689595,0.0,0.0,1.0544675172761924,0.658492334691932,0.605404179884045,-0.2634678513665386,1.0568321522135,-0.1542603419711381,-0.5837338617014687,-0.5266632984155732,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 具体的に教えてください？,5.8,0.39999999999999947,15.0,-18.0,1,-0.1388910932288024,0.1611490789834628,0.0,1.5465457473828845,0.4388768645520355,-0.7244600535277443,-0.9570385835021057,1.0568321522135,-1.2407282871389278,0.18427921880646508,-0.5266632984155732,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 その歌手のどういうところが好きなんですか？,3.6,-2.2,22.0,7.0,1,-0.14820399829397055,0.9038158333309806,0.13109661878298334,-1.1598845182039255,-2.4161242472666045,-0.2072906294231596,0.3767512859893696,1.0568321522135,-1.2802766605445928,3.723720991575135,0.13487556901433542,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 そうなんですね。,3.8,0.19999999999999973,8.0,-14.0,0,0.8414480210803477,-0.10216491374136297,0.7677419730052789,-0.9138454031505794,0.21926139441214035,-1.2416294776323291,-0.7436322043834697,-0.9462240507213308,2.9223998759394636,-1.070636986542682,3.347511032053438,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 素敵な趣味ですね。,3.6,-0.19999999999999973,11.0,3.0,0,0.08519284687682349,0.20865157848121185,0.061957309234199676,-1.1598845182039255,-0.21996954586764988,-1.0199854387303642,0.16334490687073352,-0.9462240507213308,-0.2891288371825574,0.4106692248879561,-0.21401474530798303,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
 カラオケは好きですか？,4.4,0.8000000000000003,11.0,0.0,1,0.26947321945491576,0.06067354066116211,0.2680056124122183,-0.1757280579905396,0.8781078048318272,-1.0199854387303642,0.003290122531756481,1.0568321522135,0.49343996761625186,-0.29457258841063966,0.8257448029217547,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 カラオケでよくなにをうたうのですか？,4.4,0.0,18.0,7.0,1,0.6041930418221835,0.09389973631233164,-0.06067913177041503,-0.1757280579905396,-0.00035407572775476577,-0.5028160146257794,0.3767512859893696,1.0568321522135,1.9148680213359714,-0.13622137078914326,-0.8328619210854741,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 具体的にはどういったものですか？,4.6,0.1999999999999993,18.0,0.0,1,0.045412715169471735,-0.0655230009762416,0.05534855046503498,0.07031105706280591,0.21926139441213988,-0.5028160146257794,0.003290122531756481,1.0568321522135,-0.45805995930609916,-0.8960069577770088,-0.24736381892908071,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 とても楽しそうですね。,3.8,-0.7999999999999998,12.0,-6.0,0,0.04953939173153634,0.1696602175104773,0.009998131918982935,-0.9138454031505794,-0.8788159562873363,-0.9461040924297093,-0.3168194461461976,-0.9462240507213308,-0.44053553009105817,0.22484206756735037,-0.47621079302298314,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
 そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,2.8,-1.0,91.0,79.0,1,0.18996178826214102,0.13920834620296335,0.2859400457065133,-2.144040978417311,-1.098431426427232,4.8905222653220335,4.218066110124818,1.0568321522135,0.15578509528303988,0.07971287640073513,0.9162454184192855,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 なるほど、そうなんですね。,3.8,1.0,13.0,-78.0,0,-0.05265311171568307,0.006898255303290913,-0.0696615334734928,-0.9138454031505794,1.0977232749717223,-0.8722227461290543,-4.158134270281647,-0.9462240507213308,-0.8745083084356362,-0.5508577798831276,-0.8781888555603535,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 ありがとうございました・・,3.8,0.0,13.0,0.0,0,0.0,0.0,0.0,-0.9138454031505794,-0.00035407572775476577,-0.8722227461290543,0.003290122531756481,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,4.8,1.0,42.0,29.0,1,0.0,0.3332550376373276,0.6143512893630432,0.3163501721161525,1.0977232749717223,1.2703362965899396,1.550486371141868,1.0568321522135,-0.6509105257318976,1.0045111947713425,2.573472005929024,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 「エスエヌエス」を利用して、何か面白かったことはありますか・・,5.2,0.4000000000000004,30.0,-12.0,0,0.5295215054819171,0.0,-0.02680497303539806,0.8084284022228457,0.43887686455203656,0.38376014098208017,-0.6369290148241517,-0.9462240507213308,1.5977663456188251,-0.5837338617014687,-0.6619263713151177,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 なるほど、そういうふうに利用されているのですね。,4.0,-1.2000000000000002,25.0,-5.0,0,0.31817410853197875,0.4113795579450191,0.0,-0.6678062880972329,-1.3180468965671275,0.014353409478805312,-0.2634678513665386,-0.9462240507213308,0.700254160709583,1.3768412998094983,-0.5266632984155732,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 具体的になんのために利用していますか？,5.0,1.0,22.0,-3.0,1,0.3672298393972204,0.4309219964201339,0.4219894994203623,0.5623892871694991,1.0977232749717223,-0.2072906294231596,-0.15676466180722057,1.0568321522135,0.9085752322088061,1.4699777202506596,1.6027772478427909,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 なるほど、勉強になります・・,4.2,-0.7999999999999998,17.0,-5.0,0,0.08578930329008806,0.14865913183659202,0.1272226214800507,-0.4217671730438862,-0.8788159562873363,-0.5766973609264344,-0.2634678513665386,-0.9462240507213308,-0.2865959131607914,0.12475394665375301,0.11532663013246368,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 「エスエヌエス」を利用していてハプニングにあったことはありますか？,3.6,-0.6000000000000001,29.0,12.0,1,0.1394748183288779,0.6946825130642384,0.4615495943121667,-1.1598845182039255,-0.6592004861474412,0.30987879468142515,0.6435092598876647,1.0568321522135,-0.05861390535846491,2.7270219936776945,1.8024051300345243,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 なるほど、そうなんですね。,4.0,0.3999999999999999,13.0,-16.0,0,-0.0978145695458621,-0.0268612555464412,-0.15175974329993674,-0.6678062880972329,0.438876864552036,-0.8722227461290543,-0.8503353939427877,-0.9462240507213308,-1.0662918802978985,-0.7117507002007453,-1.2924722844603402,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 これは「おすすめ」というものはありますか？,3.2,-0.7999999999999998,21.0,8.0,1,-0.054475278307800544,0.2132525059096992,0.09993863263172817,-1.651962748310618,-0.8788159562873363,-0.2811719757238145,0.43010288076902864,1.0568321522135,-0.8822463584090995,0.43259657607007884,-0.022353649109279842,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
