name,reaction,lenS,lenU,lendiff,io,na,oa,op,pa,qw,qy,su,label,agent_utterance,dialogue_act,general,context,questionmark,default,はじめに乗り物,はじめの雑談,アニメ・漫画,エスエヌエス,ゲーム,スポーツ,ドラマ,休日の過ごしかた,学校,旅行,映画,最後の質問,本,音楽,食事,lenS_diff,UI3average,UI3average_diff,sim1,sim2,sim3
1902F2001_025,207.0,37.0,10.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6, するのが好きなんですね．最近はどちらでそのスポーツを楽しみましたか？,qy,1.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.6,-0.8000000000000007,0.43618225853838627,0.6384745147268674,0.49320749198080893
1902F2001_026,207.0,21.0,10.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.4, なるほど、健康的で、ステキですね・・,pa,1.1111111111111112,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,6.4,0.8000000000000007,0.18618005578652239,0.1756386189112852,0.17176060067092452
1902F2001_027,732.0,18.0,24.0,-6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.8, スポーツをする目的は何ですか？,qw,1.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,5.8,-0.6000000000000005,0.3074099270190593,0.5941035655755297,0.4016936387600291
1902F2001_028,1424.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0, なるほど、そうなんですね。,oa,4.413793103448276,81,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,4.0,-1.7999999999999998,-0.020390453979472627,-0.05910283577151712,0.496985137342072
1902F2001_029,211.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6, そのほか健康のために、気をつけていることはありますか？,qy,1.0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.6,1.5999999999999996,-0.05514172208240081,-0.015044769437848507,0.17724703291545124
1902F2001_030,2922.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.6, なるほど、健康的で、ステキですね・・,pa,1.1111111111111112,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,4.6,-1.0,0.17724703291545124,-0.05910283577151712,0.3074099270190593
1902F2001_031,6000.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,qy,1.0,12,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,0.40000000000000036,-0.036939861860073774,0.019458753745102267,0.014586933077506107
1902F2001_032,2806.0,60.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！,io,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.4,-0.5999999999999996,0.8151348677681294,-0.03284688466602972,-0.024981475520227538
1902F2001_033,189.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4, オリンピックは今までに見たことはありますか？,qy,1.0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.0,5.4,1.0,0.260540525731492,0.29815486719902234,-0.10268125247970222
1902F2001_034,1007.0,20.0,50.0,-30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4, 具体的に教えてもらっていいですか？,qw,1.25,17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,5.4,0.0,-0.03089554248364686,-0.041014694506875726,-0.021323247412835172
1902F2001_035,6000.0,16.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0, なるほど、よくご存じですね・・,oa,1.0,6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,4.0,-1.4000000000000004,0.0,0.0,0.0
1902F2001_036,229.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.2, そうですか。そのスポーツはテレビで鑑賞はされますか・・,qy,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.2,-0.7999999999999998,0.0,0.010126278630894834,0.2269348215847236
1902F2001_037,6000.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.6, なるほど、そうなんですね。,oa,4.413793103448276,81,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,3.6,0.3999999999999999,0.1278673977365773,0.0,-0.05372294050026108
1902F2001_038,65.0,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.8, 日本で開催されるオリンピックを、見にいく予定はありますか？,qy,1.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,5.8,2.1999999999999997,0.06765290561368921,0.5421172889663651,0.0
1902F2001_039,6000.0,12.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2, そうですね、わかります。,oa,1.3333333333333333,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.0,4.2,-1.5999999999999996,0.0,0.0,0.0
1902F2001_040,2579.0,23.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8, なにかおすすめのスポーツ観戦はありますか？,qy,1.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.8,0.5999999999999996,0.0,0.3759537705001853,-0.0692932764579229
1902F2001_041,5717.0,25.0,4.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4, すみません，その質問にはお答えできかねます．,na,1.0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.4,-1.4,0.093902225524122,0.0,0.052516777034219406
1902F2001_042,40.0,33.0,0.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8, そうなんですか．それでは一度独自で調べてみたいと思います．,oa,1.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.8,-0.6000000000000001,0.007996665623453853,-0.042563274624433704,0.0
1902F2001_043,575.0,48.0,6.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.8,2.0,0.11801748533265878,0.2850382632905218,0.06666225438962832
1902F2001_044,6000.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2, それでは少し「映画」について話しましょう,op,1.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-25.0,4.2,-0.5999999999999996,0.0,0.0,0.0
1902F2001_045,749.0,16.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6, 最近見た映画はありますか？,qy,1.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.0,5.6,1.3999999999999995,0.0,0.3342538286454184,0.1179522225964705
1902F2001_046,680.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2, 映画では洋画，邦画，それ以外のどれが好きですか？,qw,1.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,5.2,-0.39999999999999947,0.23986397903470708,0.0,0.0868168859236972
1902F2001_047,747.0,28.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.2, 洋画が好きなんですか，おすすめの洋画ってありますか？,qy,1.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.2,1.0,0.0838780685020369,0.33121413145250717,0.0
1902F2001_048,393.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0, それは一体どういった内容なんですか？,qw,1.25,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,6.0,-0.20000000000000018,0.7780531769337398,0.371256601197584,0.15898172419504408
1902F2001_049,524.0,20.0,104.0,-84.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2, それのどういったところが好きなんですか？,qw,1.0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,6.2,0.20000000000000018,1.0000000000000002,0.7780531769337398,0.371256601197584
1902F2001_050,3947.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.2, なるほど、それは面白そうですね！私も観てみたいです！,pa,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,4.2,-2.0,0.2650702335656386,0.2650702335656386,0.04947203452778758
1902F2001_051,2740.0,21.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0, では，もう一度見たい映画はありますか？,qy,1.0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.0,5.0,0.7999999999999998,0.1673067673951208,0.16276485367786794,0.16276485367786794
1902F2001_052,1570.0,24.0,71.0,-47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2, もう少し詳しく教えていただいていいですか。,qw,1.8235294117647058,25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.2,0.20000000000000018,0.1930143828998026,0.21119731335493538,0.08019638192434203
1902F2001_053,5374.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.8, すごいですね。,pa,1.2857142857142858,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,3.8,-1.4000000000000004,0.0,0.0,0.0
1902F2001_054,1051.0,29.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8, 「映画館」か「テレビ」かどちらでよく映画をみますか？,qy,1.0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,4.8,1.0,0.0,0.23078976289935102,0.08943335369073244
1902F2001_055,1953.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8, なるほど、そうなんですね。,oa,4.413793103448276,81,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,3.8,-1.0,0.06618256956344813,0.0,0.07691849221329626
1902F2001_056,6000.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8, ありがとうございました・・,oa,2.0,26,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0
1902F2001_057,6000.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, それでは少し「音楽」について話しましょう！,op,1.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,4.0,0.20000000000000018,0.0,0.0,0.0
1902F2001_058,1894.0,38.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,qw,1.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,4.8,0.7999999999999998,0.0,0.0,-0.04871640139451869
1902F2001_059,201.0,33.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,qy,1.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.0,5.4,0.6000000000000005,0.11695186460689597,0.0,0.0
1902F2001_060,540.0,15.0,19.0,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.8, 具体的に教えてください？,qw,1.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-18.0,5.8,0.39999999999999947,-0.1388910932288024,0.1611490789834628,0.0
1902F2001_061,15361.0,22.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.6, その歌手のどういうところが好きなんですか？,qw,1.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,3.6,-2.1999999999999997,-0.14820399829397055,0.9038158333309806,0.13109661878298334
1902F2001_062,6000.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8, そうなんですね。,oa,2.4782608695652173,35,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,3.8,0.19999999999999973,0.8414480210803477,-0.10216491374136297,0.7677419730052789
1902F2001_063,282.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.6, 素敵な趣味ですね。,pa,1.1428571428571428,6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.6,-0.19999999999999973,0.08519284687682349,0.20865157848121185,0.06195730923419968
1902F2001_064,6000.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.4, カラオケは好きですか？,qy,1.0769230769230769,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.4,0.8000000000000003,0.26947321945491576,0.06067354066116211,0.2680056124122183
1902F2001_065,3027.0,18.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.4, カラオケでよくなにをうたうのですか？,qw,1.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,4.4,0.0,0.6041930418221835,0.09389973631233164,-0.06067913177041503
1902F2001_066,5481.0,18.0,44.0,-26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.6, 具体的にはどういったものですか？,qw,1.1875,13,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.1999999999999993,0.045412715169471735,-0.0655230009762416,0.05534855046503498
1902F2001_067,6000.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.8, とても楽しそうですね。,pa,1.25,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,3.8,-0.7999999999999998,0.049539391731536334,0.1696602175104773,0.009998131918982937
1902F2001_068,2530.0,91.0,7.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.8, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,qy,1.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,2.8,-1.0,0.189961788262141,0.13920834620296335,0.2859400457065133
